city,geocode_status,geocode_score,matched_address,lat,lon,station_id,station_name,station_lat,station_lon
"Ceiba, PR",T,100.0,Ceiba,18.268387997000048,-65.55923734399994,RQW00011641,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US",,
"Grand Rapids, MI",T,100.0,"Grand Rapids, Michigan",42.96546170000005,-85.67017139999996,USW00094860,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",,
"New Haven, CT",T,100.0,"New Haven, Connecticut",41.30825170000003,-72.92416049999997,USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",,
"Jacksonville, FL",M,100.0,"Jacksonville, Florida",30.325968000000046,-81.65675999999996,USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",,
"Charlotte Amalie, VI",T,100.0,"Charlotte Amalie, Saint Thomas Island",18.341900000000066,-64.93069999999994,RQW00011630,"ROOSEVELT ROADS, PR US",,
"Knoxville, TN",T,100.0,"Knoxville, Tennessee",35.962644400000045,-83.91672389999997,USW00013891,"KNOXVILLE AIRPORT, TN US",,
"Vieques, PR",T,100.0,Vieques,18.12526495900005,-65.43230194499995,RQW00011641,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US",,
"Jackson, TN",T,100.0,"Jackson, Tennessee",35.614344000000074,-88.81937999999997,USW00003811,"JACKSON MCKELLAR SIPES AIRPORT, TN US",,
"Syracuse, NY",M,100.0,"Syracuse, New York",43.04794500000003,-76.14744799999994,USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",,
"Minneapolis/St. Paul, MN",M,100.0,Minneapolis,44.88870000000003,-93.20239999999995,USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",,
"Lakeland, FL",T,100.0,"Lakeland, Florida",28.044154500000047,-81.94896599999998,USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",,
"Stuart, FL",T,100.0,"Stuart, Florida",27.19957000000005,-80.25487799999996,USW00012844,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",,
"Rochester, NY",T,100.0,"Rochester, New York",43.15570800000006,-77.61254699999995,USW00014768,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",,
"Rochester, MN",T,100.0,"Rochester, Minnesota",44.01933100000008,-92.45886699999994,USW00014925,"ROCHESTER INTERNATIONAL AIRPORT, MN US",,
"Aguadilla, PR",T,100.0,Aguadilla,18.480277965000028,-67.14472727699996,RQW00011603,"BORINQUEN AIRPORT, PR US",,
"Myrtle Beach, SC",T,100.0,"Myrtle Beach, South Carolina",33.687850000000026,-78.88385199999993,USW00093718,"NORTH MYRTLE BEACH, SC US",,
"Vero Beach, FL",T,100.0,"Vero Beach, Florida",27.638883000000078,-80.38907999999998,USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",,
"Fort Pierce, FL",T,100.0,"Fort Pierce, Florida",27.447119000000043,-80.33723699999996,USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",,
"Lebanon-Hanover, NH",M,98.21,"Lebanon St, Hanover, New Hampshire, 03755",43.69150229400003,-72.26944493699995,USW00094705,"MONTPELIER EDWARD F. KNAPP STATE AIRPORT, VT US",,
"Islip, NY",T,100.0,"Islip, New York",40.729025000000036,-73.21057799999994,USW00094702,"IGOR I SIKORSKY MEMORIAL AIRPORT, CT US",,
"Rifle, CO",T,100.0,"Rifle, Colorado",39.53348500000004,-107.78330199999999,USW00003016,"RIFLE GARFIELD CO AIRPORT, CO US",,
"Cherry Point, NC",M,100.0,"Cherry Point, North Carolina",34.91682700000007,-76.87327319999997,USW00093719,"NEW BERN COASTAL CAROLINA REGIONAL AIRPORT, NC US",,
"Titusville, FL",T,100.0,"Titusville, Florida",28.609188000000074,-80.80759399999994,USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",,
"Elkhart, IN",T,100.0,"Elkhart, Indiana",41.68738100000007,-85.97353599999997,USW00014848,"SOUTH BEND AIRPORT, IN US",,
"Montgomery, AL",T,100.0,"Montgomery, Alabama",32.37654200000003,-86.29966079999997,USW00013895,"MONTGOMERY AIRPORT, AL US",,
"Kennesaw, GA",T,100.0,"Kennesaw, Georgia",34.02535400000005,-84.61882199999997,USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",,
"Yuma, AZ",T,100.0,"Yuma, Arizona",32.72231300000004,-114.62087999999994,USW00003145,"YUMA MCAS, AZ US",,
"Del Rio, TX",T,100.0,"Del Rio, Texas",29.365786300000025,-100.89794419999998,USW00022010,"DEL RIO INTERNATIONAL AIRPORT, TX US",,
"Little Rock, AR",T,100.0,"Little Rock, Arkansas",34.74874500000004,-92.27510499999994,USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",,
"Ontario, CA",M,100.0,"Ontario, California",34.06335210000003,-117.65239799999995,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",,
"South Bend, IN",T,100.0,"South Bend, Indiana",41.675032000000044,-86.25196199999993,USW00014848,"SOUTH BEND AIRPORT, IN US",,
"Helena, MT",T,100.0,"Helena, Montana",46.59107080000007,-112.02039729999996,USW00024144,"HELENA AIRPORT ASOS, MT US",,
"La Crosse, WI",T,100.0,"La Crosse, Wisconsin",43.808767000000046,-91.25185999999997,USW00014920,"LA CROSSE REGIONAL AIRPORT, WI US",,
"College Station/Bryan, TX",T,97.43,"S Texas Ave, College Station, Texas, 77840",30.630171739000048,-96.33761518599994,USW00003904,"COLLEGE STATION EASTERWOOD FIELD, TX US",,
"Tallahassee, FL",T,100.0,"Tallahassee, Florida",30.44074100000006,-84.27832799999999,USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",,
"Lansing, MI",T,100.0,"Lansing, Michigan",42.733625000000075,-84.55392699999999,USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",,
"Montrose/Delta, CO",M,95.15,"Delta, Colorado",38.74168400000008,-108.07017499999995,USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",,
"Park Rapids, MN",T,100.0,"Park Rapids, Minnesota",46.922120000000064,-95.06161499999996,USW00094967,"PARK RAPIDS MUNICIPAL AIRPORT, MN US",,
"Mountain View, CA",T,100.0,"Mountain View, California",37.39008000000007,-122.08139189999997,USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",,
"Victorville, CA",T,100.0,"Victorville, California",34.51209970000008,-117.32363189999995,USW00023161,"BARSTOW DAGGETT AIRPORT, CA US",,
"Palm Springs, CA",T,100.0,"Palm Springs, California",33.83030190000005,-116.54684329999998,USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",,
"Beverly, MA",T,100.0,"Beverly, Massachusetts",42.552163000000064,-70.88267899999994,USW00014745,"CONCORD MUNICIPAL AIRPORT, NH US",,
"Amarillo, TX",T,100.0,"Amarillo, Texas",35.20700900000003,-101.83201299999996,USW00023047,"AMARILLO AIRPORT, TX US",,
"Dayton, OH",T,100.0,"Dayton, Ohio",39.76098200000007,-84.19220299999995,USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",,
"San Angelo, TX",T,100.0,"San Angelo, Texas",31.463780000000042,-100.43730399999998,USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",,
"Toledo, OH",T,100.0,"Toledo, Ohio",41.65529800000007,-83.53571699999998,USW00094847,"DETROIT METRO AIRPORT, MI US",,
"Friday Harbor, WA",T,100.0,"Friday Harbor, Washington",48.53475350000008,-123.01610389999996,USW00024255,"WHIDBEY ISLAND NAS, WA US",,
"Kenmore, WA",T,100.0,"Kenmore, Washington",47.76619800000003,-122.25706399999996,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",,
"Great Barrington, MA",T,100.0,"Great Barrington, Massachusetts",42.193809000000044,-73.36287799999997,USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",,
"Dover, DE",T,100.0,"Dover, Delaware",39.158827700000074,-75.52113859999997,USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",,
"Whidbey Island, WA",T,100.0,Whidbey Island,48.00118000000003,-122.44674999999995,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",,
"Fairfield, CA",T,100.0,"Fairfield, California",38.25148800000005,-122.04985099999999,USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",,
"Mineral Wells, TX",T,100.0,"Mineral Wells, Texas",32.80920400000008,-98.11293799999999,USW00003969,"STEPHENVILLE 9 NNE, TX US",,
"Chandler, AZ",T,100.0,"Chandler, Arizona",33.30228500000004,-111.84010299999994,USW00023183,"PHOENIX AIRPORT, AZ US",,
"Spokane, WA",T,100.0,"Spokane, Washington",47.65899890000003,-117.42502239999999,USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",,
"Great Falls, MT",T,100.0,"Great Falls, Montana",47.50645300000008,-111.30601899999999,USW00024143,"GREAT FALLS AIRPORT, MT US",,
"Butte, MT",T,100.0,"Butte, Montana",46.01284000000004,-112.53558299999997,USW00024144,"HELENA AIRPORT ASOS, MT US",,
"Martha's Vineyard, MA",M,100.0,Martha's Vineyard,41.46277900000007,-70.61373599999996,USW00014753,"BLUE HILL LCD, MA US",,
"Riverside, CA",T,100.0,"Riverside, California",33.980534000000034,-117.37702499999995,USW00003154,"CAMP PENDLETON MCAS, CA US",,
"Greenville, TX",T,100.0,"Greenville, Texas",33.13908300000003,-96.10723699999994,USW00013960,"DALLAS FAA AIRPORT, TX US",,
"Niagara Falls, NY",M,100.0,Niagara Falls,43.08458754000003,-79.06948865099997,USW00014733,"BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US",,
"Taos, NM",T,100.0,"Taos, New Mexico",36.407245500000045,-105.57337839999997,USC00292700,"EAGLE NEST, NM US",,
"Christiansted, VI",T,100.0,"Christiansted, St. Croix",17.74633300000005,-64.70369999999997,VQW00011640,"CYRIL E. KING AIRPORT, VI US",,
"Everett, WA",T,100.0,"Everett, Washington",47.979130000000055,-122.19589299999996,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",,
"San Bernardino, CA",T,100.0,"San Bernardino, California",34.10831710000008,-117.29409609999999,USW00023161,"BARSTOW DAGGETT AIRPORT, CA US",,
"St. Augustine, FL",M,100.0,"St. Augustine, Florida",29.89600400000006,-81.31670899999995,USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",,
"Bay St. Louis, MS",T,100.0,"Bay St. Louis, Mississippi",30.316381800000045,-89.34786469999995,USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",,
"Westfield, MA",T,100.0,"Westfield, Massachusetts",42.121185000000025,-72.74908199999999,USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",,
"Brunswick, GA",T,100.0,"Brunswick, Georgia",31.16899200000006,-81.50247999999993,USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",,
"Grand Forks, ND",T,100.0,"Grand Forks, North Dakota",47.92570500000005,-97.03606799999994,USW00014916,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",,
"Portland, TN",T,100.0,"Portland, Tennessee",36.58450400000004,-86.51805699999994,USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",,
"Latrobe, PA",T,100.0,"Latrobe, Pennsylvania",40.318276000000026,-79.38108229999995,USW00013736,"MORGANTOWN MUNICIPAL AIRPORT, WV US",,
"Twin Falls, ID",T,100.0,"Twin Falls, Idaho",42.56318100000004,-114.46027799999996,USW00024133,"BURLEY MUNICIPAL AIRPORT, ID US",,
"Billings, MT",T,100.0,"Billings, Montana",45.78265000000005,-108.50457799999998,USW00024033,"BILLINGS INTERNATIONAL AIRPORT, MT US",,
"Crestview, FL",T,100.0,"Crestview, Florida",30.749649000000034,-86.56265059999998,USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",,
"Juneau, AK",T,100.0,"Juneau, Alaska",58.30103720000005,-134.42463769999995,USW00025309,"JUNEAU AIRPORT, AK US",,
"Omaha, NE",T,100.0,"Omaha, Nebraska",41.25865200000004,-95.93719499999997,USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",,
"Napa, CA",T,100.0,"Napa, California",38.29724200000004,-122.28940499999999,USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",,
"Wichita, KS",T,100.0,"Wichita, Kansas",37.68602340000007,-97.33557099999996,USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",,
"Gustavus, AK",T,100.0,"Gustavus, Alaska",58.41263320000007,-135.74602549999997,USW00025322,"GUSTAVUS, AK US",,
"Tokeen, AK",T,100.0,"Tokeen, Alaska",55.994440000000054,-133.46389,USW00025367,"KLAWOCK AIRPORT, AK US",,
"Panama City, FL",T,100.0,"Panama City, Florida",30.185210700000027,-85.73083279999997,USC00080211,"APALACHICOLA AIRPORT, FL US",,
"Coeur d'Alene, ID",T,100.0,"Coeur d'Alene, Idaho",47.67334200000005,-116.77381899999995,USW00094119,"DEER PARK AIRPORT, WA US",,
"Hilo, HI",T,100.0,"Hilo, Hawaii",19.725257700000043,-155.08908569999997,USW00021504,"HILO INTERNATIONAL AIRPORT 87, HI US",,
"Green Bay, WI",T,100.0,"Green Bay, Wisconsin",44.513288300000056,-88.01325619999994,USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",,
"Long Beach, CA",T,100.0,"Long Beach, California",33.771712000000036,-118.181311,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",,
"Topeka, KS",T,100.0,"Topeka, Kansas",39.05097600000005,-95.67043299999995,USW00013996,"TOPEKA ASOS, KS US",,
"Hopkinsville, KY",T,100.0,"Hopkinsville, Kentucky",36.865586000000064,-87.48890599999999,USW00003894,"CLARKSVILLE OUTLAW AIRPORT, TN US",,
"Lake Charles, LA",T,100.0,"Lake Charles, Louisiana",30.22928870000004,-93.21711069999998,USW00003937,"LAKE CHARLES REGIONAL AIRPORT, LA US",,
"Youngstown/Warren, OH",T,100.0,"Warren, Youngstown, Ohio",41.079956700000025,-80.66598449999998,USW00014852,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",,
"Pellston, MI",T,100.0,"Pellston, Michigan",45.554523000000074,-84.78228599999994,USW00014841,"PELLSTON REGIONAL AIRPORT, MI US",,
"Peoria, IL",T,100.0,"Peoria, Illinois",40.69459200000006,-89.59036199999997,USW00014842,"GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US",,
"Missoula, MT",T,100.0,"Missoula, Montana",46.87212900000003,-113.99401699999999,USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",,
"Polson, MT",T,100.0,"Polson, Montana",47.693381000000045,-114.16338089999999,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",,
"New London/Groton, CT",M,99.32,In New London,41.37450000000007,-72.07969999999995,USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",,
"Fort Drum, NY",T,100.0,"Fort Drum, New York",44.06532180000005,-75.76506689999997,USW00094790,"WATERTOWN INTERNATIONAL AIRPORT, NY US",,
"Goldsboro, NC",T,100.0,"Goldsboro, North Carolina",35.38663400000007,-77.99903199999994,USW00093727,"NEW RIVER MCAF, NC US",,
"Goodyear, AZ",T,100.0,"Goodyear, Arizona",33.44619800000004,-112.35826899999995,USW00023183,"PHOENIX AIRPORT, AZ US",,
"Ogden, UT",T,100.0,"Ogden, Utah",41.222786900000074,-111.97034419999994,USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,
"Chicopee Falls, MA",T,100.0,"Chicopee Falls, Massachusetts",42.15203800000006,-72.57592199999993,USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",,
"Hollister, CA",T,100.0,"Hollister, California",36.852513000000044,-121.40206299999994,USW00023233,"SALINAS AIRPORT, CA US",,
"Terre Haute, IN",T,100.0,"Terre Haute, Indiana",39.466481800000054,-87.41257829999995,USC00128723,"TERRE HAUTE INDIANA STATE, IN US",,
"Midway Island, TT",T,93.34,"Midway Island, Virginia",38.50169900000003,-77.36794499999996,USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",,
"Moses Lake, WA",T,100.0,"Moses Lake, Washington",47.13164660000007,-119.27776129999995,USW00024141,"EPHRATA AIRPORT, WA US",,
"Kaneohe, HI",T,100.0,"Kaneohe, Hawaii",21.418195000000026,-157.80199699999997,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",,
"Knob Noster, MO",T,100.0,"Knob Noster, Missouri",38.76502300000004,-93.55653399999994,USW00013991,"MARSHALL, MO US",,
"Tacoma, WA",T,100.0,"Tacoma, Washington",47.25308000000007,-122.44152999999994,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",,
"Traverse City, MI",T,100.0,"Traverse City, Michigan",44.75909200000007,-85.60546899999997,USW00014850,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",,
"Lancaster, PA",T,100.0,"Lancaster, Pennsylvania",40.039401000000055,-76.30707799999993,USW00014711,"MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT, PA US",,
"Kanab, UT",T,100.0,"Kanab, Utah",37.05582840000005,-112.52632849999998,USW00093129,"CEDAR CITY AIRPORT, UT US",,
"Burbank, CA",T,100.0,"Burbank, California",34.182052000000056,-118.30747599999995,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",,
"Kalispell, MT",T,100.0,"Kalispell, Montana",48.19775070000003,-114.31345969999995,USC00244558,"KALISPELL GLACIER AIRPORT, MT US",,
"Ketchikan, AK",T,100.0,"Ketchikan, Alaska",55.34194240000005,-131.64276009999998,USW00025325,"KETCHIKAN AIRPORT, AK US",,
"Scranton/Wilkes-Barre, PA",T,92.8,Wilkes-Barre Scranton International Airport,41.33595800000006,-75.72853299999997,USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",,
"Plattsburgh, NY",T,100.0,"Plattsburgh, New York",44.69966800000003,-73.45180699999997,USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",,
"Bellingham, WA",T,100.0,"Bellingham, Washington",48.75190710000004,-122.47871669999995,USW00024255,"WHIDBEY ISLAND NAS, WA US",,
"Fort Dix, NJ",T,100.0,"Fort Dix, New Jersey",40.01513700000004,-74.62894999999997,USW00093730,"ATLANTIC CITY INTERNATIONAL AIRPORT, NJ US",,
"Bristol/Johnson City/Kingsport, TN",M,86.8,"Bristol Hwy, Kingsport, Tennessee, 37663",36.46050108600008,-82.43342333299995,USW00013877,"BRISTOL AIRPORT, TN US",,
"Waukegan, IL",T,100.0,"Waukegan, Illinois",42.35958400000004,-87.83389999999997,USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",,
"North Kingstown, RI",T,100.0,"North Kingstown, Rhode Island",41.56037800000007,-71.44504099999995,USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",,
"Cold Bay, AK",M,100.0,"Cold Bay, Alaska",55.20404910000008,-162.70402989999997,USW00025624,"COLD BAY AIRPORT, AK US",,
"Lihue, HI",T,100.0,"Lihue, Hawaii",21.96758090000003,-159.35796389999996,USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",,
"Sebring, FL",T,100.0,"Sebring, Florida",27.49797700000005,-81.44482899999997,USC00085895,"MOORE HAVEN LOCK 1, FL US",,
"Tullahoma, TN",T,100.0,"Tullahoma, Tennessee",35.36973100000006,-86.21862799999997,USW00003856,"HUNTSVILLE INTNL AIRPORT, AL US",,
"Sun Valley/Hailey/Ketchum, ID",T,86.31,"Sun Valley Rd, Ketchum, Idaho, 83340",43.679503742000065,-114.36584128699997,USC00104268,"HILL CITY 1 W, ID US",,
"Yakima, WA",T,100.0,"Yakima, Washington",46.60223400000007,-120.50609299999996,USW00024243,"YAKIMA AIRPORT, WA US",,
"Pueblo, CO",T,100.0,"Pueblo, Colorado",38.26542500000005,-104.61041499999999,USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",,
"Ocala, FL",T,100.0,"Ocala, Florida",29.189311000000032,-82.13778899999994,USW00012816,"GAINESVILLE REGIONAL AIRPORT, FL US",,
"Leesburg, FL",T,100.0,"Leesburg, Florida",28.811191000000065,-81.88181599999996,USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",,
"Worcester, MA",T,100.0,"Worcester, Massachusetts",42.26211760000007,-71.80223859999995,USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",,
"Newport News/Williamsburg, VA",T,88.78,"Newport Ave, Williamsburg, Virginia, 23185",37.26700211800005,-76.70502548699994,USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",,
"Fort Dodge, IA",T,100.0,"Fort Dodge, Iowa",42.50116900000006,-94.16938799999997,USC00130200,"AMES 8 WSW, IA US",,
"Charleston/Dunbar, WV",M,90.99,"West Virginia Ave, Dunbar, West Virginia, 25064",38.36016779700003,-81.72489983099996,USW00003872,"BECKLEY RALEIGH CO AIRPORT, WV US",,
"Hermiston, OR",T,100.0,"Hermiston, Oregon",45.84144750000007,-119.29020819999994,USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",,
"Cedar Rapids/Iowa City, IA",M,97.63,Cedar Rapids Iowa,42.02511000000004,-91.61821999999995,USW00014990,"CEDAR RAPIDS MUNICIPAL AIRPORT, IA US",,
"Gary, IN",T,100.0,"Gary, Indiana",41.60196700000006,-87.34968399999997,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",,
"Provo, UT",T,100.0,"Provo, Utah",40.23512200000005,-111.66218999999995,USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,
"Holy Cross, AK",T,100.0,"Holy Cross, Alaska",62.19815600000004,-159.77168699999996,USW00026516,"ANIAK AIRPORT, AK US",,
"Santa Fe, NM",T,100.0,"Santa Fe, New Mexico",35.69213300000007,-105.93959299999995,USW00023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",,
"Springfield, MO",T,100.0,"Springfield, Missouri",37.215521000000024,-93.29236099999997,USW00013995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",,
"Lawton/Fort Sill, OK",M,92.82,"Lawson Rd, Fort Sill, Oklahoma, 73503",34.67095236100005,-98.40800174199995,USW00013966,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",,
"Columbia, MO",T,100.0,"Columbia, Missouri",38.95155100000005,-92.32859399999995,USW00003945,"COLUMBIA REGIONAL AIRPORT, MO US",,
"Waterloo, IA",T,100.0,"Waterloo, Iowa",42.49346900000006,-92.34363999999994,USW00094910,"WATERLOO MUNICIPAL AIRPORT, IA US",,
"Charlottesville, VA",T,100.0,"Charlottesville, Virginia",38.03106050000008,-78.47427939999994,USW00013733,"LYNCHBURG REGIONAL AIRPORT, VA US",,
"Clarksburg/Fairmont, WV",M,87.9,Clarksburg Center of Fairmont State College,39.279993200000035,-80.34375339999997,USW00013729,"ELKINS RANDOLPH CO AIRPORT, WV US",,
"Conroe, TX",T,100.0,"Conroe, Texas",30.313044000000048,-95.45814099999996,USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,
"Bloomington, IN",T,100.0,"Bloomington, Indiana",39.16658700000005,-86.53489299999995,USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",,
"Lynchburg, VA",T,100.0,"Lynchburg, Virginia",37.414345000000026,-79.14320399999997,USW00013733,"LYNCHBURG REGIONAL AIRPORT, VA US",,
"Gulfport/Biloxi, MS",M,100.0,Gulfport-Biloxi,30.418743000000063,-89.07097599999997,USW00053858,"PASCAGOULA LOTT INTERNATIONAL AIRPORT, MS US",,
"Ithaca/Cortland, NY",T,85.0,"Cortland, New York",42.60121300000003,-76.18048299999998,USW00004725,"BINGHAMTON GREATER AP, NY US",,
"Ogdensburg, NY",T,100.0,"Ogdensburg, New York",44.69759200000004,-75.49279699999994,USW00094725,"MASSENA INTERNATIONAL AIRPORT, NY US",,
"Champaign/Urbana, IL",M,100.0,Champaign County,40.11305990000005,-88.18427549999996,USC00118740,"CHAMPAIGN 3 S, IL US",,
"Manassas, VA",T,100.0,"Manassas, Virginia",38.75077100000004,-77.47508899999997,USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",,
"Lompoc, CA",T,100.0,"Lompoc, California",34.65338500000007,-120.45772699999998,USW00023273,"SANTA MARIA PUBLIC AIRPORT, CA US",,
"Rockland, ME",T,100.0,"Rockland, Maine",44.102029800000025,-69.11065939999997,USW00014605,"AUGUSTA STATE AIRPORT, ME US",,
"Saranac Lake/Lake Placid, NY",T,97.01,"Saranac Ave, Lake Placid, New York, 12946",44.293656482000074,-73.99250405099997,USW00004742,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",,
"Kapolei, HI",T,100.0,"Kapolei, Hawaii",21.338193000000047,-158.07444999999998,USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",,
"Port Hueneme, CA",T,100.0,"Port Hueneme, California",34.14906000000008,-119.19695199999995,USW00023187,"SANDBERG, CA US",,
"Page, AZ",T,100.0,"Page, Arizona",36.91094300000003,-111.45617399999998,USC00021001,"BRIGHT ANGEL RANGER STATION, AZ US",,
"Leesburg, VA",T,100.0,"Leesburg, Virginia",39.10800000000006,-77.55063499999994,USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",,
"Watertown, NY",T,100.0,"Watertown, New York",43.97237700000005,-75.91125399999999,USW00094790,"WATERTOWN INTERNATIONAL AIRPORT, NY US",,
"Ponce, PR",T,100.0,Ponce,18.01262820000005,-66.62603809999996,RQW00011641,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US",,
"Douglas, AZ",T,100.0,"Douglas, Arizona",31.344475000000045,-109.54553199999998,USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",,
"Moline, IL",T,100.0,"Moline, Illinois",41.492225000000076,-90.48927099999997,USW00014931,"BURLINGTON MUNICIPAL AIRPORT, IA US",,
"Lafayette, LA",T,100.0,"Lafayette, Louisiana",30.22126000000003,-92.01877299999995,USW00013976,"LAFAYETTE REGIONAL AIRPORT, LA US",,
"East Tawas, MI",T,100.0,"East Tawas, Michigan",44.27960500000006,-83.48904999999996,USC00207820,"STANDISH 4 NE, MI US",,
"Hickory, NC",T,100.0,"Hickory, North Carolina",35.729640000000074,-81.33346399999994,USW00013881,"CHARLOTTE DOUGLAS AIRPORT, NC US",,
"Telluride, CO",M,100.0,Telluride,37.936551000000065,-107.84634299999999,USW00093013,"MONTROSE REGIONAL AIRPORT, CO US",,
"North Bend/Coos Bay, OR",M,87.12,North Bend Oyster,43.337649000000056,-124.31939299999999,USW00024284,"NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US",,
"Molly Creek, AK",M,100.0,Molly Creek,64.19583000000006,-143.46666999999997,USC00508020,"ROBERTSON RIVER, AK US",,
"Bullhead City, AZ",T,100.0,"Bullhead City, Arizona",35.10742220000003,-114.59803659999994,USW00023179,"NEEDLES AIRPORT, CA US",,
"Miami, OK",T,100.0,"Miami, Oklahoma",36.876224000000036,-94.87754199999995,USW00013987,"JOPLIN REGIONAL AIRPORT, MO US",,
"Erie, PA",T,100.0,"Erie, Pennsylvania",42.12795100000005,-80.08257999999995,USW00014860,"ERIE INTERNATIONAL AIRPORT, PA US",,
"Winston-Salem, NC",T,100.0,"Winston-Salem, North Carolina",36.09626100000003,-80.24373499999996,USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",,
