year,county_name,yield_bu_acre
2020,ADAMS,199.6
2019,ADAMS,195.9
2018,ADAMS,215.4
2017,ADAMS,199.7
2016,ADAMS,186.6
2015,ADAMS,208.8
2014,ADAMS,183.3
2013,ADAMS,184.5
2012,ADAMS,185.8
2011,ADAMS,195.1
2010,ADAMS,186.0
2009,ADAMS,190.3
2008,ADAMS,181.0
2007,ADAMS,177.7
2006,ADAMS,169.9
2005,ADAMS,174.5
2024,FRANKLIN,185.7
2023,FRANKLIN,196.8
2022,FRANKLIN,153.3
2021,FRANKLIN,208.9
2020,FRANKLIN,171.6
2019,FRANKLIN,183.9
2018,FRANKLIN,195.0
2017,FRANKLIN,179.0
2016,FRANKLIN,181.9
2015,FRANKLIN,186.0
2014,FRANKLIN,169.7
2013,FRANKLIN,153.9
2012,FRANKLIN,171.1
2011,FRANKLIN,175.2
2010,FRANKLIN,183.1
2009,FRANKLIN,192.4
2008,FRANKLIN,173.0
2007,FRANKLIN,169.1
2006,FRANKLIN,160.3
2005,FRANKLIN,161.5
2024,FURNAS,162.9
2023,FURNAS,116.8
2022,FURNAS,89.1
2021,FURNAS,161.4
2020,FURNAS,136.3
2019,FURNAS,133.8
2018,FURNAS,151.8
2017,FURNAS,145.4
2016,FURNAS,144.9
2015,FURNAS,153.8
2014,FURNAS,122.4
2013,FURNAS,69.4
2012,FURNAS,81.2
2011,FURNAS,127.8
2010,FURNAS,135.8
2009,FURNAS,163.1
2008,FURNAS,131.0
2007,FURNAS,135.3
2006,FURNAS,96.6
2005,FURNAS,107.9
2023,GOSPER,206.6
2022,GOSPER,154.1
2021,GOSPER,218.3
2020,GOSPER,201.8
2018,GOSPER,204.5
2016,GOSPER,178.2
2015,GOSPER,186.3
2014,GOSPER,187.1
2013,GOSPER,166.7
2012,GOSPER,156.6
2011,GOSPER,167.6
2010,GOSPER,180.5
2009,GOSPER,188.8
2008,GOSPER,160.0
2007,GOSPER,167.9
2006,GOSPER,164.1
2005,GOSPER,167.2
2024,HARLAN,172.1
2023,HARLAN,191.7
2022,HARLAN,183.8
2021,HARLAN,216.7
2020,HARLAN,181.1
2019,HARLAN,174.9
2018,HARLAN,181.2
2017,HARLAN,180.2
2016,HARLAN,168.8
2015,HARLAN,180.9
2014,HARLAN,163.8
2013,HARLAN,133.6
2012,HARLAN,144.3
2011,HARLAN,170.8
2010,HARLAN,168.5
2009,HARLAN,178.1
2008,HARLAN,160.0
2007,HARLAN,158.8
2006,HARLAN,140.0
2005,HARLAN,150.5
2024,KEARNEY,197.8
2023,KEARNEY,202.8
2022,KEARNEY,194.0
2020,KEARNEY,208.3
2019,KEARNEY,209.2
2018,KEARNEY,214.7
2017,KEARNEY,216.9
2016,KEARNEY,198.7
2015,KEARNEY,210.7
2014,KEARNEY,203.4
2013,KEARNEY,191.1
2012,KEARNEY,201.0
2011,KEARNEY,186.1
2010,KEARNEY,189.4
2009,KEARNEY,203.7
2008,KEARNEY,182.0
2007,KEARNEY,184.9
2006,KEARNEY,182.8
2005,KEARNEY,184.8
2024,PHELPS,198.9
2023,PHELPS,227.2
2022,PHELPS,227.0
2021,PHELPS,227.0
2020,PHELPS,230.0
2019,PHELPS,214.3
2018,PHELPS,228.5
2017,PHELPS,219.6
2016,PHELPS,205.5
2015,PHELPS,224.0
2014,PHELPS,222.7
2013,PHELPS,199.5
2012,PHELPS,206.6
2011,PHELPS,183.2
2010,PHELPS,202.4
2009,PHELPS,212.0
2008,PHELPS,199.0
2007,PHELPS,198.8
2006,PHELPS,185.3
2005,PHELPS,197.4
2024,WEBSTER,169.5
2023,WEBSTER,147.3
2022,WEBSTER,147.3
2020,WEBSTER,172.3
2018,WEBSTER,168.6
2016,WEBSTER,157.7
2015,WEBSTER,159.7
2014,WEBSTER,140.9
2013,WEBSTER,135.7
2012,WEBSTER,127.7
2011,WEBSTER,157.4
2010,WEBSTER,158.0
2009,WEBSTER,160.4
2008,WEBSTER,159.0
2007,WEBSTER,148.2
2006,WEBSTER,112.7
2005,WEBSTER,137.9
2024,CLAY,207.3
2023,CLAY,193.7
2022,CLAY,170.3
2020,CLAY,196.9
2019,CLAY,191.6
2018,CLAY,205.0
2017,CLAY,190.9
2016,CLAY,174.2
2015,CLAY,202.1
2014,CLAY,203.0
2013,CLAY,151.2
2012,CLAY,165.9
2011,CLAY,184.9
2010,CLAY,177.5
2009,CLAY,184.0
2008,CLAY,190.0
2007,CLAY,166.3
2006,CLAY,158.5
2005,CLAY,173.0
2024,FILLMORE,211.4
2023,FILLMORE,186.6
2022,FILLMORE,192.0
2020,FILLMORE,195.0
2019,FILLMORE,206.5
2018,FILLMORE,201.3
2017,FILLMORE,197.8
2016,FILLMORE,193.6
2015,FILLMORE,199.4
2014,FILLMORE,198.7
2013,FILLMORE,187.3
2012,FILLMORE,174.7
2011,FILLMORE,183.7
2010,FILLMORE,179.4
2009,FILLMORE,188.9
2008,FILLMORE,180.0
2007,FILLMORE,176.7
2006,FILLMORE,162.2
2005,FILLMORE,162.5
2023,GAGE,164.6
2022,GAGE,133.8
2021,GAGE,167.5
2020,GAGE,162.5
2019,GAGE,159.1
2018,GAGE,172.7
2017,GAGE,151.7
2016,GAGE,137.6
2015,GAGE,152.6
2014,GAGE,169.7
2013,GAGE,150.6
2012,GAGE,89.7
2011,GAGE,136.5
2010,GAGE,134.7
2009,GAGE,147.7
2008,GAGE,141.0
2007,GAGE,118.5
2006,GAGE,137.8
2005,GAGE,128.9
2024,JEFFERSON,152.1
2023,JEFFERSON,140.8
2022,JEFFERSON,169.9
2020,JEFFERSON,174.2
2019,JEFFERSON,179.7
2018,JEFFERSON,180.5
2017,JEFFERSON,144.4
2016,JEFFERSON,155.4
2015,JEFFERSON,167.6
2014,JEFFERSON,185.3
2013,JEFFERSON,164.9
2012,JEFFERSON,123.5
2011,JEFFERSON,149.4
2010,JEFFERSON,151.6
2009,JEFFERSON,167.8
2008,JEFFERSON,161.0
2007,JEFFERSON,151.6
2006,JEFFERSON,146.2
2005,JEFFERSON,142.7
2024,JOHNSON,163.9
2023,JOHNSON,173.6
2022,JOHNSON,125.2
2020,JOHNSON,152.9
2019,JOHNSON,136.1
2018,JOHNSON,145.7
2017,JOHNSON,163.0
2016,JOHNSON,141.3
2015,JOHNSON,147.0
2014,JOHNSON,160.3
2013,JOHNSON,149.2
2012,JOHNSON,86.7
2011,JOHNSON,122.3
2010,JOHNSON,132.7
2009,JOHNSON,154.1
2008,JOHNSON,130.0
2007,JOHNSON,131.4
2006,JOHNSON,109.0
2005,JOHNSON,103.4
2023,NEMAHA,189.9
2022,NEMAHA,153.0
2021,NEMAHA,184.7
2020,NEMAHA,177.1
2019,NEMAHA,166.1
2018,NEMAHA,186.0
2017,NEMAHA,173.6
2016,NEMAHA,148.7
2015,NEMAHA,169.8
2014,NEMAHA,177.2
2013,NEMAHA,160.1
2012,NEMAHA,107.1
2011,NEMAHA,153.0
2010,NEMAHA,142.0
2009,NEMAHA,169.3
2008,NEMAHA,142.0
2007,NEMAHA,142.5
2006,NEMAHA,110.1
2005,NEMAHA,127.7
2024,NUCKOLLS,181.2
2022,NUCKOLLS,163.5
2020,NUCKOLLS,179.0
2019,NUCKOLLS,188.2
2018,NUCKOLLS,171.5
2017,NUCKOLLS,177.0
2016,NUCKOLLS,169.6
2015,NUCKOLLS,166.5
2014,NUCKOLLS,175.3
2013,NUCKOLLS,155.9
2012,NUCKOLLS,141.0
2011,NUCKOLLS,154.3
2010,NUCKOLLS,146.7
2009,NUCKOLLS,159.6
2008,NUCKOLLS,164.0
2007,NUCKOLLS,149.1
2006,NUCKOLLS,117.5
2005,NUCKOLLS,136.8
2022,OTOE,129.8
2021,OTOE,182.5
2020,OTOE,175.9
2019,OTOE,157.1
2018,OTOE,163.8
2017,OTOE,169.0
2016,OTOE,164.3
2015,OTOE,156.7
2014,OTOE,158.8
2013,OTOE,131.6
2012,OTOE,81.3
2011,OTOE,138.3
2010,OTOE,131.6
2009,OTOE,166.9
2008,OTOE,131.0
2007,OTOE,124.0
2006,OTOE,125.3
2005,OTOE,108.9
2024,PAWNEE,159.0
2023,PAWNEE,173.8
2022,PAWNEE,140.3
2021,PAWNEE,160.7
2020,PAWNEE,159.7
2019,PAWNEE,128.8
2018,PAWNEE,153.9
2017,PAWNEE,132.7
2016,PAWNEE,141.6
2015,PAWNEE,151.6
2014,PAWNEE,150.3
2013,PAWNEE,140.6
2012,PAWNEE,68.1
2011,PAWNEE,111.4
2010,PAWNEE,120.2
2009,PAWNEE,131.4
2008,PAWNEE,132.0
2007,PAWNEE,122.9
2006,PAWNEE,108.6
2005,PAWNEE,118.7
2023,RICHARDSON,194.8
2022,RICHARDSON,166.9
2021,RICHARDSON,180.7
2020,RICHARDSON,188.5
2019,RICHARDSON,161.2
2018,RICHARDSON,161.2
2017,RICHARDSON,164.2
2016,RICHARDSON,156.9
2015,RICHARDSON,160.0
2014,RICHARDSON,181.1
2013,RICHARDSON,162.3
2012,RICHARDSON,102.9
2011,RICHARDSON,147.9
2010,RICHARDSON,148.7
2009,RICHARDSON,165.8
2008,RICHARDSON,141.0
2007,RICHARDSON,132.9
2006,RICHARDSON,137.5
2005,RICHARDSON,142.2
2024,SALINE,169.2
2023,SALINE,157.6
2022,SALINE,157.6
2020,SALINE,185.2
2019,SALINE,186.1
2018,SALINE,188.6
2017,SALINE,167.2
2016,SALINE,171.5
2015,SALINE,160.8
2014,SALINE,176.9
2013,SALINE,163.7
2012,SALINE,123.2
2011,SALINE,154.5
2010,SALINE,149.3
2009,SALINE,162.9
2008,SALINE,161.0
2007,SALINE,148.7
2006,SALINE,144.0
2005,SALINE,129.5
2024,THAYER,185.1
2023,THAYER,166.6
2022,THAYER,183.9
2021,THAYER,200.7
2020,THAYER,194.0
2019,THAYER,183.5
2018,THAYER,186.8
2017,THAYER,176.2
2016,THAYER,179.8
2015,THAYER,185.4
2014,THAYER,196.6
2013,THAYER,176.8
2012,THAYER,167.7
2011,THAYER,169.9
2010,THAYER,165.7
2009,THAYER,183.5
2008,THAYER,179.0
2007,THAYER,171.7
2006,THAYER,156.7
2005,THAYER,151.6
2024,OTHER COUNTIES,184.5
2023,OTHER COUNTIES,171.2
2022,OTHER COUNTIES,163.7
2021,OTHER COUNTIES,201.6
2020,OTHER COUNTIES,177.0
2018,OTHER (COMBINED) COUNTIES,184.4
2017,OTHER (COMBINED) COUNTIES,181.0
2016,OTHER (COMBINED) COUNTIES,176.6
2015,OTHER (COMBINED) COUNTIES,169.5
2014,OTHER (COMBINED) COUNTIES,177.3
2013,OTHER (COMBINED) COUNTIES,161.0
2012,OTHER (COMBINED) COUNTIES,150.5
2011,OTHER (COMBINED) COUNTIES,154.5
2010,OTHER (COMBINED) COUNTIES,145.1
2009,OTHER (COMBINED) COUNTIES,160.7
2008,OTHER (COMBINED) COUNTIES,157.0
2007,OTHER (COMBINED) COUNTIES,151.7
2014,BANNER,144.7
2012,BANNER,143.0
2010,BANNER,143.1
2008,BANNER,136.0
2007,BANNER,161.0
2006,BANNER,140.0
2005,BANNER,165.0
2017,BOX BUTTE,171.2
2015,BOX BUTTE,164.1
2014,BOX BUTTE,180.6
2013,BOX BUTTE,165.4
2012,BOX BUTTE,153.8
2011,BOX BUTTE,163.9
2010,BOX BUTTE,162.2
2009,BOX BUTTE,158.9
2008,BOX BUTTE,147.0
2007,BOX BUTTE,169.0
2006,BOX BUTTE,173.0
2005,BOX BUTTE,177.0
2011,CHEYENNE,137.6
2010,CHEYENNE,160.3
2008,CHEYENNE,157.0
2007,CHEYENNE,175.0
2006,CHEYENNE,170.0
2005,CHEYENNE,171.0
2014,DAWES,176.8
2013,DAWES,115.3
2007,DAWES,171.0
2006,DAWES,161.0
2005,DAWES,164.0
2012,DEUEL,160.1
2011,DEUEL,170.1
2010,DEUEL,185.0
2009,DEUEL,179.0
2007,DEUEL,174.0
2006,DEUEL,165.0
2005,DEUEL,164.0
2014,GARDEN,191.6
2013,GARDEN,159.8
2012,GARDEN,148.5
2011,GARDEN,175.6
2010,GARDEN,169.8
2009,GARDEN,176.0
2007,GARDEN,178.0
2006,GARDEN,175.0
2005,GARDEN,177.0
2017,KIMBALL,164.1
2016,KIMBALL,148.7
2015,KIMBALL,167.2
2013,KIMBALL,149.9
2012,KIMBALL,151.2
2011,KIMBALL,151.6
2007,KIMBALL,137.0
2006,KIMBALL,149.0
2005,KIMBALL,149.0
2012,MORRILL,153.1
2011,MORRILL,174.0
2010,MORRILL,157.8
2009,MORRILL,157.9
2006,MORRILL,176.0
2005,MORRILL,167.0
2017,SCOTTS BLUFF,186.6
2015,SCOTTS BLUFF,167.1
2012,SCOTTS BLUFF,150.4
2011,SCOTTS BLUFF,150.2
2010,SCOTTS BLUFF,161.0
2006,SCOTTS BLUFF,156.0
2005,SCOTTS BLUFF,171.0
2018,SHERIDAN,199.9
2017,SHERIDAN,194.4
2015,SHERIDAN,180.6
2014,SHERIDAN,197.9
2012,SHERIDAN,170.8
2011,SHERIDAN,165.0
2010,SHERIDAN,167.7
2009,SHERIDAN,177.0
2007,SHERIDAN,171.0
2006,SHERIDAN,150.0
2005,SHERIDAN,175.0
2009,SIOUX,157.9
2007,SIOUX,139.0
2006,SIOUX,175.0
2005,SIOUX,169.0
2018,OTHER (COMBINED) COUNTIES,216.6
2017,OTHER (COMBINED) COUNTIES,212.6
2016,OTHER (COMBINED) COUNTIES,204.9
2015,OTHER (COMBINED) COUNTIES,203.1
2014,OTHER (COMBINED) COUNTIES,176.6
2013,OTHER (COMBINED) COUNTIES,179.0
2012,OTHER (COMBINED) COUNTIES,164.8
2011,OTHER (COMBINED) COUNTIES,176.2
2010,OTHER (COMBINED) COUNTIES,182.1
2009,OTHER (COMBINED) COUNTIES,183.1
2008,OTHER (COMBINED) COUNTIES,186.0
2007,OTHER (COMBINED) COUNTIES,181.7
2006,OTHER (COMBINED) COUNTIES,150.0
2005,OTHER (COMBINED) COUNTIES,160.0
2007,ARTHUR,165.0
2006,ARTHUR,174.0
2005,ARTHUR,160.0
2007,BLAINE,143.0
2006,BLAINE,145.0
2005,BLAINE,145.0
2017,BOYD,206.8
2012,BOYD,192.4
2011,BOYD,176.5
2010,BOYD,181.2
2009,BOYD,201.0
2008,BOYD,195.0
2007,BOYD,178.0
2006,BOYD,190.0
2005,BOYD,180.0
2017,BROWN,220.9
2016,BROWN,214.3
2014,BROWN,195.5
2013,BROWN,178.3
2011,BROWN,176.1
2006,BROWN,181.0
2005,BROWN,177.0
2017,CHERRY,205.9
2013,CHERRY,180.0
2011,CHERRY,161.0
2010,CHERRY,169.4
2006,CHERRY,185.0
2005,CHERRY,185.0
2017,GARFIELD,196.5
2016,GARFIELD,198.3
2015,GARFIELD,186.5
2014,GARFIELD,146.3
2013,GARFIELD,180.9
2011,GARFIELD,181.8
2010,GARFIELD,165.4
2009,GARFIELD,192.1
2008,GARFIELD,180.0
2007,GARFIELD,174.0
2006,GARFIELD,165.0
2005,GARFIELD,168.0
2013,HOLT,196.3
2012,HOLT,194.2
2011,HOLT,184.6
2010,HOLT,163.4
2009,HOLT,189.7
2008,HOLT,188.0
2007,HOLT,181.0
2006,HOLT,193.0
2005,HOLT,177.0
2018,KEYA PAHA,225.3
2017,KEYA PAHA,209.2
2016,KEYA PAHA,198.7
2014,KEYA PAHA,170.8
2013,KEYA PAHA,201.0
2012,KEYA PAHA,192.7
2011,KEYA PAHA,187.3
2010,KEYA PAHA,191.7
2009,KEYA PAHA,181.1
2008,KEYA PAHA,170.0
2007,KEYA PAHA,175.0
2006,KEYA PAHA,176.0
2005,KEYA PAHA,130.0
2017,LOGAN,185.5
2016,LOGAN,192.3
2013,LOGAN,198.9
2012,LOGAN,194.7
2011,LOGAN,182.4
2010,LOGAN,174.4
2009,LOGAN,186.1
2008,LOGAN,182.0
2007,LOGAN,176.0
2006,LOGAN,191.0
2005,LOGAN,183.0
2017,LOUP,155.4
2010,LOUP,149.0
2007,LOUP,164.0
2006,LOUP,151.0
2005,LOUP,158.0
2007,MCPHERSON,167.0
2006,MCPHERSON,177.0
2005,MCPHERSON,192.0
2011,ROCK,173.2
2010,ROCK,176.7
2007,ROCK,171.0
2006,ROCK,175.0
2005,ROCK,165.0
2015,THOMAS,183.8
2007,THOMAS,130.0
2010,WHEELER,157.6
2009,WHEELER,174.0
2008,WHEELER,156.0
2007,WHEELER,163.0
2006,WHEELER,184.0
2005,WHEELER,168.0
2018,OTHER (COMBINED) COUNTIES,207.0
2017,OTHER (COMBINED) COUNTIES,210.4
2016,OTHER (COMBINED) COUNTIES,203.7
2015,OTHER (COMBINED) COUNTIES,206.8
2014,OTHER (COMBINED) COUNTIES,196.8
2013,OTHER (COMBINED) COUNTIES,214.0
2012,OTHER (COMBINED) COUNTIES,196.9
2011,OTHER (COMBINED) COUNTIES,177.6
2010,OTHER (COMBINED) COUNTIES,188.1
2009,OTHER (COMBINED) COUNTIES,215.5
2008,OTHER (COMBINED) COUNTIES,193.0
2018,ANTELOPE,214.6
2017,ANTELOPE,223.5
2016,ANTELOPE,214.4
2015,ANTELOPE,207.7
2014,ANTELOPE,197.1
2013,ANTELOPE,202.9
2012,ANTELOPE,196.4
2011,ANTELOPE,190.3
2010,ANTELOPE,194.0
2009,ANTELOPE,210.4
2008,ANTELOPE,193.0
2007,ANTELOPE,187.0
2006,ANTELOPE,200.0
2005,ANTELOPE,191.0
2018,BOONE,204.8
2017,BOONE,202.9
2016,BOONE,212.1
2015,BOONE,204.7
2014,BOONE,204.0
2013,BOONE,200.0
2012,BOONE,173.8
2011,BOONE,167.8
2010,BOONE,185.1
2009,BOONE,202.1
2008,BOONE,185.0
2007,BOONE,172.0
2006,BOONE,181.0
2005,BOONE,186.0
2017,BURT,212.3
2014,BURT,179.1
2013,BURT,209.2
2012,BURT,198.0
2011,BURT,179.9
2010,BURT,159.8
2009,BURT,211.2
2008,BURT,190.0
2007,BURT,188.0
2006,BURT,175.0
2005,BURT,178.0
2018,CEDAR,213.8
2017,CEDAR,214.3
2016,CEDAR,211.1
2015,CEDAR,212.6
2014,CEDAR,197.4
2013,CEDAR,201.0
2012,CEDAR,167.5
2011,CEDAR,183.9
2010,CEDAR,195.0
2009,CEDAR,195.1
2008,CEDAR,195.0
2007,CEDAR,187.0
2006,CEDAR,182.0
2005,CEDAR,184.0
2016,CUMING,203.3
2015,CUMING,219.5
2012,CUMING,195.6
2011,CUMING,200.5
2010,CUMING,204.7
2009,CUMING,218.2
2008,CUMING,202.0
2007,CUMING,189.0
2006,CUMING,190.0
2005,CUMING,195.0
2016,DAKOTA,199.4
2014,DAKOTA,188.0
2013,DAKOTA,228.8
2007,DAKOTA,206.0
2006,DAKOTA,203.0
2005,DAKOTA,187.0
2010,DIXON,200.6
2007,DIXON,188.0
2006,DIXON,188.0
2005,DIXON,183.0
2018,KNOX,217.2
2017,KNOX,221.5
2016,KNOX,208.1
2015,KNOX,214.8
2014,KNOX,194.0
2013,KNOX,204.7
2012,KNOX,172.7
2011,KNOX,190.3
2010,KNOX,192.3
2009,KNOX,212.2
2008,KNOX,188.0
2007,KNOX,189.0
2006,KNOX,198.0
2005,KNOX,190.0
2018,MADISON,194.4
2017,MADISON,216.7
2016,MADISON,211.8
2015,MADISON,214.0
2014,MADISON,201.4
2013,MADISON,207.9
2012,MADISON,185.7
2011,MADISON,168.7
2010,MADISON,187.9
2009,MADISON,212.2
2008,MADISON,171.0
2007,MADISON,177.0
2006,MADISON,183.0
2005,MADISON,177.0
2017,PIERCE,207.4
2016,PIERCE,209.9
2015,PIERCE,202.3
2014,PIERCE,188.0
2013,PIERCE,202.8
2012,PIERCE,191.6
2011,PIERCE,177.7
2010,PIERCE,189.6
2009,PIERCE,206.2
2008,PIERCE,197.0
2007,PIERCE,184.0
2006,PIERCE,192.0
2005,PIERCE,183.0
2016,STANTON,193.8
2014,STANTON,204.6
2013,STANTON,199.6
2012,STANTON,173.1
2011,STANTON,185.5
2010,STANTON,189.4
2009,STANTON,211.2
2008,STANTON,185.0
2007,STANTON,188.0
2006,STANTON,192.0
2005,STANTON,200.0
2007,THURSTON,197.0
2006,THURSTON,182.0
2005,THURSTON,196.0
2013,WAYNE,211.2
2012,WAYNE,180.9
2011,WAYNE,190.8
2010,WAYNE,195.0
2009,WAYNE,216.2
2008,WAYNE,200.0
2007,WAYNE,194.0
2006,WAYNE,182.0
2005,WAYNE,195.0
2018,OTHER (COMBINED) COUNTIES,231.6
2017,OTHER (COMBINED) COUNTIES,222.4
2016,OTHER (COMBINED) COUNTIES,206.0
2015,OTHER (COMBINED) COUNTIES,204.0
2014,OTHER (COMBINED) COUNTIES,205.4
2013,OTHER (COMBINED) COUNTIES,198.1
2012,OTHER (COMBINED) COUNTIES,167.7
2018,BUFFALO,234.3
2017,BUFFALO,220.0
2016,BUFFALO,213.4
2015,BUFFALO,220.0
2014,BUFFALO,207.8
2013,BUFFALO,197.4
2012,BUFFALO,210.3
2011,BUFFALO,178.1
2010,BUFFALO,188.7
2009,BUFFALO,201.1
2008,BUFFALO,182.0
2007,BUFFALO,191.0
2006,BUFFALO,192.0
2005,BUFFALO,191.0
2017,CUSTER,199.1
2016,CUSTER,201.1
2015,CUSTER,211.7
2014,CUSTER,200.7
2012,CUSTER,189.5
2011,CUSTER,184.4
2010,CUSTER,188.0
2009,CUSTER,187.0
2008,CUSTER,182.0
2007,CUSTER,180.0
2006,CUSTER,187.0
2005,CUSTER,185.0
2015,DAWSON,217.1
2013,DAWSON,202.3
2012,DAWSON,192.5
2011,DAWSON,184.0
2010,DAWSON,178.8
2009,DAWSON,201.7
2008,DAWSON,180.0
2007,DAWSON,185.0
2006,DAWSON,185.4
2005,DAWSON,180.0
2017,GREELEY,204.8
2016,GREELEY,201.9
2015,GREELEY,197.0
2014,GREELEY,187.8
2011,GREELEY,154.1
2010,GREELEY,176.7
2009,GREELEY,201.1
2008,GREELEY,184.0
2007,GREELEY,165.0
2006,GREELEY,165.0
2005,GREELEY,179.0
2018,HALL,221.6
2017,HALL,204.0
2016,HALL,190.4
2013,HALL,207.7
2012,HALL,190.6
2011,HALL,184.7
2010,HALL,184.9
2009,HALL,190.1
2008,HALL,175.0
2007,HALL,190.0
2006,HALL,192.0
2005,HALL,184.0
2018,HOWARD,195.6
2017,HOWARD,195.8
2016,HOWARD,195.4
2015,HOWARD,200.9
2014,HOWARD,186.6
2013,HOWARD,185.1
2011,HOWARD,167.2
2010,HOWARD,180.6
2009,HOWARD,194.1
2008,HOWARD,175.0
2007,HOWARD,170.0
2006,HOWARD,175.0
2005,HOWARD,174.0
2018,SHERMAN,205.1
2017,SHERMAN,195.5
2016,SHERMAN,211.6
2014,SHERMAN,169.4
2013,SHERMAN,193.4
2012,SHERMAN,189.4
2011,SHERMAN,167.4
2010,SHERMAN,184.4
2009,SHERMAN,195.1
2008,SHERMAN,187.0
2007,SHERMAN,185.0
2006,SHERMAN,187.0
2005,SHERMAN,182.0
2018,VALLEY,221.2
2015,VALLEY,201.7
2013,VALLEY,178.1
2012,VALLEY,181.1
2011,VALLEY,176.6
2010,VALLEY,181.6
2009,VALLEY,191.1
2008,VALLEY,179.0
2007,VALLEY,164.0
2006,VALLEY,178.0
2005,VALLEY,179.0
2018,OTHER (COMBINED) COUNTIES,215.8
2017,OTHER (COMBINED) COUNTIES,201.5
2016,OTHER (COMBINED) COUNTIES,193.1
2015,OTHER (COMBINED) COUNTIES,199.2
2014,OTHER (COMBINED) COUNTIES,196.0
2013,OTHER (COMBINED) COUNTIES,197.8
2012,OTHER (COMBINED) COUNTIES,178.7
2011,OTHER (COMBINED) COUNTIES,188.8
2010,OTHER (COMBINED) COUNTIES,157.6
2008,OTHER (COMBINED) COUNTIES,156.0
2017,BUTLER,213.2
2016,BUTLER,202.7
2015,BUTLER,209.7
2014,BUTLER,195.5
2013,BUTLER,206.0
2012,BUTLER,195.2
2011,BUTLER,193.5
2010,BUTLER,184.5
2009,BUTLER,214.2
2008,BUTLER,181.0
2007,BUTLER,175.0
2006,BUTLER,169.0
2005,BUTLER,181.0
2018,CASS,188.1
2016,CASS,220.4
2013,CASS,194.6
2009,CASS,211.0
2007,CASS,172.0
2006,CASS,192.0
2005,CASS,191.0
2017,COLFAX,202.2
2016,COLFAX,182.5
2015,COLFAX,216.5
2013,COLFAX,199.7
2012,COLFAX,178.3
2011,COLFAX,181.8
2010,COLFAX,169.7
2009,COLFAX,209.2
2008,COLFAX,184.0
2007,COLFAX,181.0
2006,COLFAX,179.0
2005,COLFAX,185.0
2018,DODGE,202.0
2016,DODGE,182.2
2014,DODGE,194.3
2013,DODGE,210.1
2012,DODGE,196.0
2011,DODGE,185.1
2010,DODGE,161.5
2009,DODGE,208.2
2008,DODGE,176.0
2007,DODGE,180.0
2006,DODGE,180.0
2005,DODGE,179.0
2017,DOUGLAS,199.9
2016,DOUGLAS,182.9
2014,DOUGLAS,202.3
2013,DOUGLAS,215.7
2012,DOUGLAS,186.3
2011,DOUGLAS,188.1
2010,DOUGLAS,144.0
2009,DOUGLAS,209.2
2007,DOUGLAS,184.0
2006,DOUGLAS,164.0
2005,DOUGLAS,170.0
2017,HAMILTON,219.1
2015,HAMILTON,217.0
2014,HAMILTON,213.6
2013,HAMILTON,208.4
2012,HAMILTON,208.7
2011,HAMILTON,203.0
2010,HAMILTON,194.2
2009,HAMILTON,212.2
2008,HAMILTON,196.0
2007,HAMILTON,188.2
2006,HAMILTON,192.0
2005,HAMILTON,191.0
2016,LANCASTER,201.0
2015,LANCASTER,199.1
2014,LANCASTER,191.4
2013,LANCASTER,191.1
2012,LANCASTER,179.2
2011,LANCASTER,192.3
2010,LANCASTER,177.3
2009,LANCASTER,209.2
2008,LANCASTER,170.0
2007,LANCASTER,173.0
2006,LANCASTER,179.0
2005,LANCASTER,175.0
2015,MERRICK,196.2
2012,MERRICK,163.8
2011,MERRICK,161.2
2010,MERRICK,172.7
2009,MERRICK,192.1
2008,MERRICK,157.0
2007,MERRICK,161.0
2006,MERRICK,178.0
2005,MERRICK,169.0
2016,NANCE,199.6
2015,NANCE,209.6
2014,NANCE,198.7
2011,NANCE,179.7
2010,NANCE,180.2
2009,NANCE,202.1
2008,NANCE,185.0
2007,NANCE,174.0
2006,NANCE,184.0
2005,NANCE,192.0
2018,PLATTE,202.9
2017,PLATTE,209.3
2016,PLATTE,201.3
2015,PLATTE,210.1
2014,PLATTE,204.5
2013,PLATTE,211.2
2012,PLATTE,194.9
2011,PLATTE,179.5
2010,PLATTE,189.6
2009,PLATTE,211.2
2008,PLATTE,191.0
2007,PLATTE,180.0
2006,PLATTE,190.0
2005,PLATTE,190.0
2018,POLK,217.2
2016,POLK,192.9
2015,POLK,209.8
2014,POLK,199.7
2013,POLK,196.4
2012,POLK,183.7
2011,POLK,172.7
2010,POLK,175.6
2009,POLK,212.2
2008,POLK,164.0
2007,POLK,172.0
2006,POLK,176.0
2005,POLK,181.0
2017,SARPY,213.0
2016,SARPY,198.2
2014,SARPY,214.3
2013,SARPY,207.7
2012,SARPY,182.7
2011,SARPY,185.9
2009,SARPY,208.3
2008,SARPY,162.0
2007,SARPY,162.0
2006,SARPY,169.0
2005,SARPY,185.0
2018,SAUNDERS,215.2
2017,SAUNDERS,201.7
2016,SAUNDERS,198.8
2015,SAUNDERS,204.9
2014,SAUNDERS,212.8
2013,SAUNDERS,200.7
2012,SAUNDERS,188.1
2010,SAUNDERS,184.5
2009,SAUNDERS,215.2
2008,SAUNDERS,179.0
2007,SAUNDERS,178.0
2006,SAUNDERS,183.0
2005,SAUNDERS,190.0
2017,SEWARD,193.6
2016,SEWARD,196.0
2015,SEWARD,192.2
2014,SEWARD,217.1
2013,SEWARD,187.8
2012,SEWARD,203.9
2011,SEWARD,178.7
2010,SEWARD,184.1
