iso_a3,country,month,origin_risk,fruit_production_score,risk_bucket
SUR,Suriname,5,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,6,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,7,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,8,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,9,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,10,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,11,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SUR,Suriname,12,0.4113183628989055,0.5537212478562471,0.25–0.5 (high)
SWE,Sweden,1,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,2,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,3,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,4,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,5,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,6,0.0078473707816328,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,7,0.0078473707816328,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,8,0.0078473707816328,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,9,0.0078473707816328,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,10,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,11,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
SWE,Sweden,12,0.0019618426954081,0.5147747503861698,0–0.01 (very low)
CHE,Switzerland,1,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,2,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,3,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,4,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,5,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,6,0.0017417468365744,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,7,0.0043543670914361,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,8,0.0043543670914361,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,9,0.0017417468365744,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,10,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,11,0.0004354367091435,0.630170940455982,0–0.01 (very low)
CHE,Switzerland,12,0.0004354367091435,0.630170940455982,0–0.01 (very low)
TJK,Tajikistan,1,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,2,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,3,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,4,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,5,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,6,0.0098768303927852,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,7,0.0246920759819632,0.7032451025245938,0.01–0.05 (low)
TJK,Tajikistan,8,0.0246920759819632,0.7032451025245938,0.01–0.05 (low)
TJK,Tajikistan,9,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,10,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,11,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
TJK,Tajikistan,12,0.0024692075981962,0.7032451025245938,0–0.01 (very low)
THA,Thailand,1,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,2,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,3,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,4,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,5,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,6,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,7,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,8,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,9,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,10,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,11,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
THA,Thailand,12,0.2156167764996307,0.8184594427893598,0.1–0.25 (elevated)
TGO,Togo,1,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,2,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,3,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,4,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,5,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,6,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,7,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,8,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,9,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,10,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,11,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TGO,Togo,12,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate)
TTO,Trinidad and Tobago,1,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,2,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,3,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,4,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,5,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,6,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,7,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,8,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,9,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,10,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,11,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TTO,Trinidad and Tobago,12,0.7570850380394183,0.5381477975217088,0.5–1 (very high)
TUN,Tunisia,1,0.007945729526011,0.7361657603243732,0–0.01 (very low)
TUN,Tunisia,2,0.007945729526011,0.7361657603243732,0–0.01 (very low)
TUN,Tunisia,3,0.007945729526011,0.7361657603243732,0–0.01 (very low)
TUN,Tunisia,4,0.0198643238150276,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,5,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,6,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,7,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,8,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,9,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,10,0.0397286476300552,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,11,0.0198643238150276,0.7361657603243732,0.01–0.05 (low)
TUN,Tunisia,12,0.007945729526011,0.7361657603243732,0–0.01 (very low)
TUR,Turkiye,1,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,2,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,3,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,4,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,5,0.0021949298360785,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,6,0.0054873245901965,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,7,0.0109746491803932,0.8682459768120608,0.01–0.05 (low)
TUR,Turkiye,8,0.0109746491803932,0.8682459768120608,0.01–0.05 (low)
TUR,Turkiye,9,0.0054873245901965,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,10,0.0021949298360785,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,11,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
TUR,Turkiye,12,0.0005487324590195,0.8682459768120608,0–0.01 (very low)
UKR,Ukraine,1,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
UKR,Ukraine,2,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
UKR,Ukraine,3,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
UKR,Ukraine,4,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
UKR,Ukraine,5,0.0385838609471222,0.7428987726146838,0.01–0.05 (low)
UKR,Ukraine,6,0.0964596523678056,0.7428987726146838,0.05–0.1 (moderate)
UKR,Ukraine,7,0.0964596523678056,0.7428987726146838,0.05–0.1 (moderate)
UKR,Ukraine,8,0.0964596523678056,0.7428987726146838,0.05–0.1 (moderate)
UKR,Ukraine,9,0.0964596523678056,0.7428987726146838,0.05–0.1 (moderate)
UKR,Ukraine,10,0.0385838609471222,0.7428987726146838,0.01–0.05 (low)
UKR,Ukraine,11,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
UKR,Ukraine,12,0.0096459652367805,0.7428987726146838,0–0.01 (very low)
GBR,United Kingdom,1,0.0036065220951782,0.6691356619681497,0–0.01 (very low)
GBR,United Kingdom,2,0.0036065220951782,0.6691356619681497,0–0.01 (very low)
GBR,United Kingdom,3,0.0036065220951782,0.6691356619681497,0–0.01 (very low)
GBR,United Kingdom,4,0.0036065220951782,0.6691356619681497,0–0.01 (very low)
GBR,United Kingdom,5,0.0144260883807131,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,6,0.0360652209517828,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,7,0.0360652209517828,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,8,0.0360652209517828,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,9,0.0144260883807131,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,10,0.0144260883807131,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,11,0.0144260883807131,0.6691356619681497,0.01–0.05 (low)
GBR,United Kingdom,12,0.0036065220951782,0.6691356619681497,0–0.01 (very low)
USA,United States,1,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,2,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,3,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,4,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,5,0.0634271440451653,0.8672796883280334,0.05–0.1 (moderate)
USA,United States,6,0.1585678601129134,0.8672796883280334,0.1–0.25 (elevated)
USA,United States,7,0.1585678601129134,0.8672796883280334,0.1–0.25 (elevated)
USA,United States,8,0.1585678601129134,0.8672796883280334,0.1–0.25 (elevated)
USA,United States,9,0.0634271440451653,0.8672796883280334,0.05–0.1 (moderate)
USA,United States,10,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,11,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
USA,United States,12,0.0158567860112913,0.8672796883280334,0.01–0.05 (low)
URY,Uruguay,1,0.1812617104762594,0.6334990471907131,0.1–0.25 (elevated)
URY,Uruguay,2,0.1812617104762594,0.6334990471907131,0.1–0.25 (elevated)
URY,Uruguay,3,0.1812617104762594,0.6334990471907131,0.1–0.25 (elevated)
URY,Uruguay,4,0.0906308552381296,0.6334990471907131,0.05–0.1 (moderate)
URY,Uruguay,5,0.0362523420952518,0.6334990471907131,0.01–0.05 (low)
URY,Uruguay,6,0.0362523420952518,0.6334990471907131,0.01–0.05 (low)
URY,Uruguay,7,0.0362523420952518,0.6334990471907131,0.01–0.05 (low)
URY,Uruguay,8,0.0362523420952518,0.6334990471907131,0.01–0.05 (low)
URY,Uruguay,9,0.0362523420952518,0.6334990471907131,0.01–0.05 (low)
URY,Uruguay,10,0.0906308552381296,0.6334990471907131,0.05–0.1 (moderate)
URY,Uruguay,11,0.0906308552381296,0.6334990471907131,0.05–0.1 (moderate)
URY,Uruguay,12,0.1812617104762594,0.6334990471907131,0.1–0.25 (elevated)
VUT,Vanuatu,1,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,2,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,3,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,4,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,5,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,6,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,7,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,8,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,9,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,10,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,11,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VUT,Vanuatu,12,0.0613645569786144,0.4692964060096852,0.05–0.1 (moderate)
VEN,Venezuela,1,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,2,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,3,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,4,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,5,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,6,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,7,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,8,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,9,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,10,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,11,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VEN,Venezuela,12,0.3765243115662135,0.7589198589758747,0.25–0.5 (high)
VNM,Vietnam,1,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,2,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,3,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,4,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,5,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,6,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,7,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,8,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,9,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,10,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,11,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
VNM,Vietnam,12,0.4319424223258453,0.8213174204341644,0.25–0.5 (high)
YEM,Yemen,1,0.3271657431043221,0.6955819296225086,0.25–0.5 (high)
YEM,Yemen,2,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,3,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,4,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,5,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,6,0.5234651889669156,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,7,0.5234651889669156,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,8,0.5234651889669156,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,9,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,10,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,11,0.6543314862086443,0.6955819296225086,0.5–1 (very high)
YEM,Yemen,12,0.3271657431043221,0.6955819296225086,0.25–0.5 (high)
