iso_a3,country,month,origin_risk,fruit_production_score,risk_bucket,total_passengers,passenger_score,route_risk
KOR,South Korea,6,0.0712363508388476,0.7445089689298492,0.05–0.1 (moderate),370834.0,0.4946225662255488,0.035235106660454325
TTO,Trinidad and Tobago,2,0.7570850380394183,0.5381477975217088,0.5–1 (very high),3248.0,0.0462905311249994,0.03504586851763505
ETH,Ethiopia,11,0.2438870442713794,0.7117603324317286,0.1–0.25 (elevated),30352.0,0.1415069629902701,0.034511714947516446
JOR,Jordan,7,0.2408565656697095,0.6532131926839403,0.1–0.25 (elevated),30918.0,0.1428202700520491,0.03439919975275701
ETH,Ethiopia,2,0.2438870442713794,0.7117603324317286,0.1–0.25 (elevated),29625.0,0.1398019834427882,0.034095892525137936
BRB,Barbados,6,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),48394.0,0.1786816332770506,0.03383758633791776
ISR,Israel,12,0.0852810990949208,0.706453764521454,0.05–0.1 (moderate),232868.0,0.3919575732393671,0.03342657264443114
BRB,Barbados,1,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),46872.0,0.1758494020915541,0.03330123648756921
ISR,Israel,1,0.0852810990949208,0.706453764521454,0.05–0.1 (moderate),228585.0,0.3883363260595217,0.03311774870483954
BRB,Barbados,5,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),45355.0,0.1729803371112182,0.03275791128843873
ISR,Israel,2,0.0852810990949208,0.706453764521454,0.05–0.1 (moderate),199777.0,0.363042021736574,0.030960622631337163
BRB,Barbados,11,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),39768.0,0.1619761337881887,0.03067400555513001
JOR,Jordan,9,0.2408565656697095,0.6532131926839403,0.1–0.25 (elevated),23597.0,0.1247706822340889,0.03005183801916929
BRB,Barbados,2,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),36822.0,0.1558611370948308,0.02951598654236024
TTO,Trinidad and Tobago,3,0.7570850380394183,0.5381477975217088,0.5–1 (very high),2269.0,0.0386902380167566,0.029291800320670316
JOR,Jordan,6,0.2408565656697095,0.6532131926839403,0.1–0.25 (elevated),22171.0,0.120941902056241,0.029129651174828585
SAU,Saudi Arabia,4,0.1873841399146981,0.7475039692061279,0.1–0.25 (elevated),35879.0,0.1538524153072009,0.028829502516138774
SAU,Saudi Arabia,3,0.1873841399146981,0.7475039692061279,0.1–0.25 (elevated),34708.0,0.1513209112349667,0.02835513880287261
GHA,Ghana,12,0.5496134243060466,0.7919814766834139,0.5–1 (very high),3803.0,0.0500895714714447,0.027529900898443187
SAU,Saudi Arabia,10,0.1873841399146981,0.7475039692061279,0.1–0.25 (elevated),32208.0,0.1457692879227043,0.027314852643373935
BRB,Barbados,10,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),31367.0,0.143853570418596,0.027242070266447267
SAU,Saudi Arabia,8,0.1499073119317584,0.7475039692061279,0.1–0.25 (elevated),47101.0,0.1762784476541355,0.026425428239334636
SAU,Saudi Arabia,11,0.1873841399146981,0.7475039692061279,0.1–0.25 (elevated),30052.0,0.1408058969989221,0.026384791904060588
JOR,Jordan,5,0.2408565656697095,0.6532131926839403,0.1–0.25 (elevated),17937.0,0.10878250555606,0.026200980693178704
BRB,Barbados,9,0.1893736122584669,0.3856145137241386,0.1–0.25 (elevated),28908.0,0.1380998403541712,0.026152465620187
JOR,Jordan,10,0.2408565656697095,0.6532131926839403,0.1–0.25 (elevated),17191.0,0.1064963501018156,0.025650345141882323
AUS,Australia,6,0.1562441367652442,0.7586128825508228,0.1–0.25 (elevated),38687.0,0.1597594954348818,0.02496148445427408
AUS,Australia,7,0.1562441367652442,0.7586128825508228,0.1–0.25 (elevated),37764.0,0.1578422081826584,0.024661919562619428
SAU,Saudi Arabia,5,0.1873841399146981,0.7475039692061279,0.1–0.25 (elevated),25665.0,0.1301232158370058,0.024383026882551957
SAU,Saudi Arabia,7,0.1499073119317584,0.7475039692061279,0.1–0.25 (elevated),39745.0,0.161929287204368,0.02427438416783249
JPN,Japan,1,0.0373473578405733,0.747812049690085,0.01–0.05 (low),621614.0,0.6403900080619158,0.023916874788615993
ZAF,South Africa,9,0.1001208496896887,0.8011471292156598,0.1–0.25 (elevated),83948.0,0.2353365217993169,0.023562092525563558
JPN,Japan,4,0.0373473578405733,0.747812049690085,0.01–0.05 (low),586428.0,0.6220016011255651,0.023230116374646025
JPN,Japan,3,0.0373473578405733,0.747812049690085,0.01–0.05 (low),559691.0,0.6076567341567056,0.022694373494784606
JPN,Japan,12,0.0373473578405733,0.747812049690085,0.01–0.05 (low),557626.0,0.6065347126181978,0.022652468954881124
ZAF,South Africa,5,0.1001208496896887,0.8011471292156598,0.1–0.25 (elevated),72904.0,0.2193107055796473,0.02195757418867944
JPN,Japan,2,0.0373473578405733,0.747812049690085,0.01–0.05 (low),499306.0,0.5739413909899217,0.021435194508817
SAU,Saudi Arabia,6,0.1499073119317584,0.7475039692061279,0.1–0.25 (elevated),29684.0,0.139941126301024,0.020978198072489206
CAN,Canada,8,0.0208594663269123,0.6820423579854458,0.01–0.05 (low),2280156.0,1.0,0.0208594663269123
CAN,Canada,7,0.0208594663269123,0.6820423579854458,0.01–0.05 (low),2381314.0,1.0,0.0208594663269123
SAU,Saudi Arabia,9,0.1499073119317584,0.7475039692061279,0.1–0.25 (elevated),28873.0,0.1380162137054583,0.020689639599584368
PHL,Philippines,2,1.1934562207879096,0.8464292395899354,>1 (extreme),448.0,0.0171918716633042,0.020517746183557783
ETH,Ethiopia,1,0.1108577473960815,0.7117603324317286,0.1–0.25 (elevated),47110.0,0.1762952883820313,0.019543698546574565
AUS,Australia,8,0.1562441367652442,0.7586128825508228,0.1–0.25 (elevated),23113.0,0.1234844617774456,0.01929372313433778
CHL,Chile,1,0.0409323209983514,0.7957147976867008,0.01–0.05 (low),309845.0,0.4521227907574251,0.01850643520195339
DEU,Germany,7,0.0248786879547777,0.7387901837827855,0.01–0.05 (low),819032.0,0.7350799694392501,0.018287825181486632
DEU,Germany,8,0.0248786879547777,0.7387901837827855,0.01–0.05 (low),765516.0,0.710659047789412,0.017680264692192235
CHL,Chile,12,0.0409323209983514,0.7957147976867008,0.01–0.05 (low),281809.0,0.4311829534239558,0.01764931905856656
KOR,South Korea,5,0.0356181754194237,0.7445089689298492,0.01–0.05 (low),364149.0,0.4901440267008172,0.017458035923812402
DEU,Germany,6,0.0248786879547777,0.7387901837827855,0.01–0.05 (low),694637.0,0.6769601585412961,0.016841880542165746
CHL,Chile,2,0.0409323209983514,0.7957147976867008,0.01–0.05 (low),245130.0,0.402144734029167,0.016460717341078512
NGA,Nigeria,1,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),62101.0,0.2024106923072056,0.016275732005140365
SAU,Saudi Arabia,12,0.093692069957349,0.7475039692061279,0.05–0.1 (moderate),45699.0,0.1736350921639341,0.016268231202074053
CHL,Chile,3,0.0409323209983514,0.7957147976867008,0.01–0.05 (low),238084.0,0.3963229836019012,0.016222419583817378
CHL,Chile,11,0.0409323209983514,0.7957147976867008,0.01–0.05 (low),226136.0,0.3862504571551711,0.01581012769803544
NGA,Nigeria,12,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),56186.0,0.192529911382301,0.01548122386675026
NGA,Nigeria,8,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),52190.0,0.18555719632689,0.014920551699205697
SAU,Saudi Arabia,2,0.093692069957349,0.7475039692061279,0.05–0.1 (moderate),38095.0,0.158532439445977,0.014853232407081671
GBR,United Kingdom,10,0.0144260883807131,0.6691356619681497,0.01–0.05 (low),1777407.0,1.0,0.0144260883807131
GBR,United Kingdom,9,0.0144260883807131,0.6691356619681497,0.01–0.05 (low),1548040.0,1.0,0.0144260883807131
NGA,Nigeria,7,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),47937.0,0.1778359581775158,0.014299691202980781
FJI,Fiji,5,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),65579.0,0.2080015390728197,0.01406597108790565
GBR,United Kingdom,5,0.0144260883807131,0.6691356619681497,0.01–0.05 (low),1409093.0,0.9641708167167452,0.013909213416060098
FJI,Fiji,12,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),62272.0,0.2026891776315787,0.013706726042056059
GBR,United Kingdom,11,0.0144260883807131,0.6691356619681497,0.01–0.05 (low),1366370.0,0.9494417225045668,0.013696730201187363
FJI,Fiji,7,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),60232.0,0.1993415338121163,0.013480343769179323
NGA,Nigeria,9,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),41775.0,0.166013108968573,0.013349022426205451
NGA,Nigeria,2,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),41708.0,0.1658799271411349,0.01333831334899896
IND,India,3,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),34756.0,0.1514255109556842,0.013272450104131512
NGA,Nigeria,5,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),40747.0,0.1639577588008889,0.013183752854106093
NGA,Nigeria,3,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),40529.0,0.1635185764501021,0.013148438443778674
NGA,Nigeria,6,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),40482.0,0.1634237356879615,0.013140812350462315
FJI,Fiji,1,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),55176.0,0.1907916043624021,0.012902160256790937
FJI,Fiji,8,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),54802.0,0.1901438826178909,0.012858358487958289
NGA,Nigeria,11,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),38334.0,0.1590289614491306,0.012787430980540682
NGA,Nigeria,4,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),38094.0,0.1585303586810494,0.012747338607268255
NGA,Nigeria,10,0.0804094478390407,0.8260291571770754,0.05–0.1 (moderate),37943.0,0.1582158491361174,0.012722049068420165
FJI,Fiji,6,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),53539.0,0.1879400253493373,0.012709324049273232
HND,Honduras,7,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),33048.0,0.1476579193529977,0.012614245290160798
FJI,Fiji,10,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),50951.0,0.1833413857687455,0.012398343987911007
FJI,Fiji,9,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),48228.0,0.178374915186026,0.012062489590213452
FJI,Fiji,11,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),46627.0,0.1753892174398392,0.011860583689121126
JOR,Jordan,4,0.1094802571225952,0.6532131926839403,0.1–0.25 (elevated),17180.0,0.106462272755922,0.011655516995174203
HND,Honduras,8,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),28101.0,0.1361585886150407,0.011631870763708887
NLD,Netherlands,8,0.0180855246811963,0.6691600870543544,0.01–0.05 (low),604902.0,0.6317229630300578,0.011425041239558568
IND,India,8,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),25603.0,0.1299659487883341,0.011391518903536008
HND,Honduras,6,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),26918.0,0.1332617609705004,0.011384398128094993
FJI,Fiji,4,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),42238.0,0.1669305508226453,0.011288571767430351
IND,India,4,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),22436.0,0.1216625371993498,0.010663724654645448
IND,India,7,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),22245.0,0.1211435674152608,0.010618236939125116
FJI,Fiji,3,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),36691.0,0.1555836399298399,0.010521244173285167
IND,India,9,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),21528.0,0.1191752292106282,0.01044571204259901
NZL,New Zealand,1,0.0354294855373017,0.7193745866227111,0.01–0.05 (low),125966.0,0.2882775502835924,0.010213525298501301
FJI,Fiji,2,0.0676243606206263,0.5039419019164633,0.05–0.1 (moderate),34343.0,0.1505231396734713,0.010179031079027725
IND,India,10,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),20222.0,0.1155037824629593,0.010123909636512546
HND,Honduras,12,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),19603.0,0.1137222447161491,0.009715159851113493
TTO,Trinidad and Tobago,9,0.7570850380394183,0.5381477975217088,0.5–1 (very high),249.0,0.0128169245296461,0.00970350179507547
ARG,Argentina,6,0.0331263509062747,0.8010294300800275,0.01–0.05 (low),125581.0,0.2878366702397106,0.00953497854205433
HND,Honduras,3,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),18807.0,0.1113894131222721,0.009515868745870083
ARG,Argentina,5,0.0331263509062747,0.8010294300800275,0.01–0.05 (low),125061.0,0.2872401216692792,0.009515217064777582
ARG,Argentina,9,0.0331263509062747,0.8010294300800275,0.01–0.05 (low),122013.0,0.2837182067735289,0.00939854887607892
ARG,Argentina,8,0.0331263509062747,0.8010294300800275,0.01–0.05 (low),121360.0,0.2829579741016487,0.009373365141819804
ARG,Argentina,7,0.0331263509062747,0.8010294300800275,0.01–0.05 (low),121003.0,0.2825414843400691,0.009359568355828846
GHA,Ghana,10,0.5496134243060466,0.7919814766834139,0.5–1 (very high),439.0,0.0170183093442258,0.009353491274579533
IND,India,6,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),16849.0,0.1054317022894047,0.009241091538659547
IND,India,5,0.0876500268704115,0.9526691217087668,0.05–0.1 (moderate),16081.0,0.10300081935738,0.009028024584348758
HND,Honduras,11,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),16883.0,0.1055380252551104,0.009015991447262122
HND,Honduras,4,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),16628.0,0.1047379722042034,0.008947643840350801
HND,Honduras,9,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),16480.0,0.1042708123840012,0.008907734917161587
NZL,New Zealand,2,0.0354294855373017,0.7193745866227111,0.01–0.05 (low),94867.0,0.2501737491416387,0.008863527227026232
HND,Honduras,10,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),16218.0,0.1034386399266173,0.008836643386499683
HND,Honduras,5,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),15992.0,0.1027153958173956,0.00877485747865023
HND,Honduras,1,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),15522.0,0.1011947526175761,0.008644950688649476
HND,Honduras,2,0.0854288435421104,0.7114266027841991,0.05–0.1 (moderate),15094.0,0.0997898400091353,0.008524930629232649
IND,India,2,0.0438250134352057,0.9526691217087668,0.01–0.05 (low),51870.0,0.184987454981773,0.00810707769992071
DNK,Denmark,8,0.0196582971300958,0.5239500458561501,0.01–0.05 (low),251774.0,0.4075581604596912,0.00801189941611187
DNK,Denmark,7,0.0196582971300958,0.5239500458561501,0.01–0.05 (low),227540.0,0.3874476493611143,0.007616561013497957
DNK,Denmark,9,0.0196582971300958,0.5239500458561501,0.01–0.05 (low),226787.0,0.3868060262371256,0.007603947795481047
SAU,Saudi Arabia,1,0.0374768279829395,0.7475039692061279,0.01–0.05 (low),62384.0,0.2028713701875835,0.007602975443183307
FRA,France,8,0.0090491629671603,0.8111666432994433,0–0.01 (very low),1029711.0,0.8242174966723395,0.007458478447772901
GHA,Ghana,7,0.5496134243060466,0.7919814766834139,0.5–1 (very high),270.0,0.013346458352415,0.007335392677428846
FRA,France,7,0.0090491629671603,0.8111666432994433,0–0.01 (very low),964366.0,0.7976366460496295,0.007217943998682254
DNK,Denmark,6,0.0196582971300958,0.5239500458561501,0.01–0.05 (low),198014.0,0.3614365781195709,0.007105227646359608
TTO,Trinidad and Tobago,8,0.7570850380394183,0.5381477975217088,0.5–1 (very high),133.0,0.0093672039038329,0.007091769923856319
DEU,Germany,10,0.009951475181911,0.7387901837827855,0–0.01 (very low),748424.0,0.702680669437985,0.006992709242720715
DEU,Germany,9,0.009951475181911,0.7387901837827855,0–0.01 (very low),747297.0,0.7021514109802419,0.006987442340313668
TGO,Togo,8,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),8021.0,0.0727442066264868,0.006907777911332572
KOR,South Korea,10,0.0142472701677694,0.7445089689298492,0.01–0.05 (low),355632.0,0.4843781783588908,0.006901066770451111
AUT,Austria,7,0.0244969122591381,0.6660711190880341,0.01–0.05 (low),115104.0,0.2755683663269192,0.006750574091304566
TGO,Togo,7,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),7541.0,0.07053401793194,0.006697898755973026
DEU,Germany,5,0.009951475181911,0.7387901837827855,0–0.01 (very low),659174.0,0.6594535158347998,0.006562535296453963
AUT,Austria,8,0.0244969122591381,0.6660711190880341,0.01–0.05 (low),100193.0,0.2571004541371408,0.006298167266782097
ZAF,South Africa,8,0.0250302124224221,0.8011471292156598,0.01–0.05 (low),95786.0,0.2513825760163442,0.006292159276984766
TTO,Trinidad and Tobago,10,0.7570850380394183,0.5381477975217088,0.5–1 (very high),101.0,0.008162906845587,0.006180014639703462
GHA,Ghana,1,0.5496134243060466,0.7919814766834139,0.5–1 (very high),189.0,0.0111664481992674,0.006137229832135444
IND,India,12,0.0438250134352057,0.9526691217087668,0.01–0.05 (low),29049.0,0.1384362245946671,0.006066969402780439
TTO,Trinidad and Tobago,11,0.7570850380394183,0.5381477975217088,0.5–1 (very high),95.0,0.0079167322342339,0.005993639524702861
ZAF,South Africa,7,0.0250302124224221,0.8011471292156598,0.01–0.05 (low),85112.0,0.2369624609076884,0.0059312207326593334
ESP,Spain,7,0.0109469160209214,0.8559438211983548,0.01–0.05 (low),434117.0,0.5351648119629696,0.0058584042539108205
ESP,Spain,8,0.0109469160209214,0.8559438211983548,0.01–0.05 (low),433603.0,0.5348478971858823,0.005854935014460256
ZAF,South Africa,6,0.0250302124224221,0.8011471292156598,0.01–0.05 (low),82690.0,0.2335665519496629,0.005846220410072749
NLD,Netherlands,7,0.0090427623405981,0.6691600870543544,0–0.01 (very low),604844.0,0.6316926764628227,0.005712246745549632
GHA,Ghana,3,0.5496134243060466,0.7919814766834139,0.5–1 (very high),162.0,0.0103381221859508,0.005681970735514731
GHA,Ghana,4,0.4396907394448373,0.7919814766834139,0.25–0.5 (high),245.0,0.0127135605476146,0.005590034838157374
IND,India,11,0.0438250134352057,0.9526691217087668,0.01–0.05 (low),23726.0,0.1251112653662139,0.00548300288556991
NLD,Netherlands,9,0.0090427623405981,0.6691600870543544,0–0.01 (very low),556765.0,0.6060662730828383,0.0054805132701401344
TGO,Togo,12,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),4760.0,0.056038645548674,0.005321420575658299
CAN,Canada,3,0.005214866581728,0.6820423579854458,0–0.01 (very low),2229683.0,1.0,0.005214866581728
CAN,Canada,12,0.005214866581728,0.6820423579854458,0–0.01 (very low),2413570.0,1.0,0.005214866581728
CAN,Canada,2,0.005214866581728,0.6820423579854458,0–0.01 (very low),2292884.0,1.0,0.005214866581728
CAN,Canada,11,0.005214866581728,0.6820423579854458,0–0.01 (very low),2150092.0,1.0,0.005214866581728
CAN,Canada,10,0.005214866581728,0.6820423579854458,0–0.01 (very low),2427465.0,1.0,0.005214866581728
CAN,Canada,9,0.005214866581728,0.6820423579854458,0–0.01 (very low),2001235.0,1.0,0.005214866581728
CAN,Canada,6,0.005214866581728,0.6820423579854458,0–0.01 (very low),1959189.0,1.0,0.005214866581728
CAN,Canada,5,0.005214866581728,0.6820423579854458,0–0.01 (very low),1759810.0,1.0,0.005214866581728
CAN,Canada,1,0.005214866581728,0.6820423579854458,0–0.01 (very low),2255381.0,1.0,0.005214866581728
CAN,Canada,4,0.005214866581728,0.6820423579854458,0–0.01 (very low),1783025.0,1.0,0.005214866581728
TGO,Togo,9,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),4551.0,0.0547945760686137,0.0052032839421989625
TGO,Togo,1,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),4487.0,0.0544079281440361,0.005166567918796938
NLD,Netherlands,6,0.0090427623405981,0.6691600870543544,0–0.01 (very low),491874.0,0.5696539155655775,0.005151244974850654
TGO,Togo,6,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),4294.0,0.0532249391445297,0.005054231477737118
PRT,Portugal,8,0.0106546370713564,0.7262917660904203,0.01–0.05 (low),338230.0,0.4723786017492513,0.005033022561913074
PRT,Portugal,7,0.0106546370713564,0.7262917660904203,0.01–0.05 (low),328349.0,0.4654274595825834,0.004958960664895826
PRT,Portugal,9,0.0106546370713564,0.7262917660904203,0.01–0.05 (low),303681.0,0.4476029745036087,0.004769047245395543
JOR,Jordan,3,0.043792102849038,0.6532131926839403,0.01–0.05 (low),17024.0,0.1059778144185181,0.0046409913487320065
ITA,Italy,8,0.0091239133359767,0.8509091567593797,0–0.01 (very low),368483.0,0.4930521781550489,0.004498565343601211
JOR,Jordan,12,0.043792102849038,0.6532131926839403,0.01–0.05 (low),15807.0,0.1021195471256023,0.004472029710621559
GHA,Ghana,9,0.5496134243060466,0.7919814766834139,0.5–1 (very high),100.0,0.0081223958915788,0.0044641778195399886
ITA,Italy,7,0.0091239133359767,0.8509091567593797,0–0.01 (very low),362753.0,0.4892036175590065,0.004463451410254665
TGO,Togo,10,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),3341.0,0.0469485724469094,0.004458228727169506
ITA,Italy,9,0.0091239133359767,0.8509091567593797,0–0.01 (very low),343462.0,0.4760181375036039,0.004343148232935922
TGO,Togo,11,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),3028.0,0.0446953239029717,0.004244260615585376
NZL,New Zealand,3,0.0141717942149206,0.7193745866227111,0.01–0.05 (low),134870.0,0.2982921553893912,0.004227335042103571
NZL,New Zealand,12,0.0141717942149206,0.7193745866227111,0.01–0.05 (low),123440.0,0.2853724935240179,0.0040442402528211435
VNM,Vietnam,11,0.4319424223258453,0.8213174204341644,0.25–0.5 (high),128.0,0.0091894419430674,0.003969309812711255
TTO,Trinidad and Tobago,4,0.7570850380394183,0.5381477975217088,0.5–1 (very high),40.0,0.0051370542149966,0.0038891868857712547
CHL,Chile,10,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),208433.0,0.3708236234312347,0.003794667897014752
TGO,Togo,4,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),2398.0,0.039774867619748,0.0037770148952292154
TGO,Togo,5,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),2282.0,0.038800915565819,0.003684528568182271
CHL,Chile,9,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),194988.0,0.3586642545477504,0.0036702400994457164
CHL,Chile,8,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),194466.0,0.3581838449538052,0.0036653240295182027
GBR,United Kingdom,12,0.0036065220951782,0.6691356619681497,0–0.01 (very low),1496416.0,0.993597122420725,0.0035834299757158236
JOR,Jordan,2,0.043792102849038,0.6532131926839403,0.01–0.05 (low),10059.0,0.0814632172076156,0.003567445586369424
TTO,Trinidad and Tobago,5,0.7570850380394183,0.5381477975217088,0.5–1 (very high),33.0,0.0046659612039157,0.0035325294155569677
SDN,Sudan,7,0.2460719766657968,0.7539719956868113,0.1–0.25 (elevated),305.0,0.0141851545923752,0.0034905690298556702
CHL,Chile,4,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),171357.0,0.3362289300729889,0.00344065762366994
CHL,Chile,5,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),169767.0,0.3346653817012095,0.0034246577077074094
TTO,Trinidad and Tobago,12,0.7570850380394183,0.5381477975217088,0.5–1 (very high),31.0,0.0045223586385929,0.003423810061926997
CHL,Chile,6,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),160582.0,0.3254862035857616,0.0033307264414267706
FRA,France,6,0.0045245814835801,0.8111666432994433,0–0.01 (very low),818004.0,0.7346185103796447,0.003323841309558936
JOR,Jordan,11,0.043792102849038,0.6532131926839403,0.01–0.05 (low),8646.0,0.0755251800169262,0.0033074064509933413
GBR,United Kingdom,4,0.0036065220951782,0.6691356619681497,0–0.01 (very low),1267795.0,0.9145525622685284,0.0032983540230232845
IND,India,1,0.0175300053740822,0.9526691217087668,0.01–0.05 (low),53452.0,0.1877872635304177,0.0032919117388724127
FRA,France,9,0.0045245814835801,0.8111666432994433,0–0.01 (very low),790525.0,0.7221741815920794,0.003267535929951135
GBR,United Kingdom,1,0.0036065220951782,0.6691356619681497,0–0.01 (very low),1233295.0,0.9020230570612876,0.00325316608565172
TGO,Togo,3,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),1753.0,0.0340075316994996,0.0032293496236607583
GBR,United Kingdom,3,0.0036065220951782,0.6691356619681497,0–0.01 (very low),1177035.0,0.8812088336144842,0.0031780991288968474
CHL,Chile,7,0.0102330802495878,0.7957147976867008,0.01–0.05 (low),140526.0,0.3044826114318413,0.003115794997386092
TGO,Togo,2,0.0949598357268686,0.5319751889615839,0.05–0.1 (moderate),1631.0,0.0328028164639659,0.0031149500627968224
NZL,New Zealand,11,0.0141717942149206,0.7193745866227111,0.01–0.05 (low),72060.0,0.2180375444804813,0.0030899832115039777
NZL,New Zealand,4,0.0141717942149206,0.7193745866227111,0.01–0.05 (low),71127.0,0.2166214203949961,0.003069914192381689
FRA,France,5,0.0045245814835801,0.8111666432994433,0–0.01 (very low),678122.0,0.6688643833220456,0.0030263314038051496
DNK,Denmark,10,0.0078633188520383,0.5239500458561501,0–0.01 (very low),221401.0,0.382185268144134,0.003005244623969082
VNM,Vietnam,12,0.4319424223258453,0.8213174204341644,0.25–0.5 (high),73.0,0.0069397780918601,0.002997584559401884
GBR,United Kingdom,2,0.0036065220951782,0.6691356619681497,0–0.01 (very low),969478.0,0.7997479446582533,0.0028843086329833427
NZL,New Zealand,10,0.0141717942149206,0.7193745866227111,0.01–0.05 (low),57665.0,0.1950474611627017,0.0027641724817405264
POL,Poland,7,0.0207375172427999,0.7723102087963006,0.01–0.05 (low),26261.0,0.1316254240535636,0.0027295845009016233
POL,Poland,8,0.0207375172427999,0.7723102087963006,0.01–0.05 (low),26214.0,0.1315075845691846,0.0027271408025624313
ESP,Spain,9,0.0054734580104606,0.8559438211983548,0–0.01 (very low),371085.0,0.4947899312235915,0.002708211912551016
ESP,Spain,6,0.0054734580104606,0.8559438211983548,0–0.01 (very low),367315.0,0.4922701311922245,0.002694419892884572
DNK,Denmark,5,0.0078633188520383,0.5239500458561501,0–0.01 (very low),171958.0,0.3368180414426969,0.002648507654982976
CHE,Switzerland,7,0.0043543670914361,0.630170940455982,0–0.01 (very low),559713.0,0.6076686767435833,0.00264601248850878
CHE,Switzerland,8,0.0043543670914361,0.630170940455982,0–0.01 (very low),532648.0,0.5927946887289561,0.0025812456845794728
VNM,Vietnam,5,0.4319424223258453,0.8213174204341644,0.25–0.5 (high),54.0,0.0059687176269739,0.0025781423499740773
PHL,Philippines,5,1.1934562207879096,0.8464292395899354,>1 (extreme),7.0,0.002148983957913,0.002564718272944693
VNM,Vietnam,2,0.4319424223258453,0.8213174204341644,0.25–0.5 (high),51.0,0.0058005508928,0.0025055040034603765
VNM,Vietnam,1,0.4319424223258453,0.8213174204341644,0.25–0.5 (high),49.0,0.0056856771241051,0.0024558851495486028
DNK,Denmark,11,0.0078633188520383,0.5239500458561501,0–0.01 (very low),145393.0,0.309710480782221,0.0024353522622086845
POL,Poland,6,0.0207375172427999,0.7723102087963006,0.01–0.05 (low),20845.0,0.1172695080394829,0.002431878445023438
AUT,Austria,6,0.0097987649036552,0.6660711190880341,0–0.01 (very low),93316.0,0.2481202503699174,0.0024312720012108877
