iso_a3,country,month,max_risk,mean_risk,total_risk,top3_mean,high_species_count,moderate_species_count,base_origin_risk,multi_species_boost,origin_country_risk_month
AZE,Azerbaijan,8,0.060059,0.0210285,0.210285,0.0600563333333333,0,0,0.0600579333333333,1.0,0.0600579333333333
AZE,Azerbaijan,9,0.0300295,0.01051425,0.1051425,0.0300281666666666,0,0,0.0300289666666666,1.0,0.0300289666666666
AZE,Azerbaijan,10,0.0120118,0.0042057,0.042057,0.0120112666666666,0,0,0.0120115866666666,1.0,0.0120115866666666
AZE,Azerbaijan,11,0.00300295,0.001051425,0.01051425,0.0030028166666666,0,0,0.0030028966666666,1.0,0.0030028966666666
AZE,Azerbaijan,12,0.00300295,0.001051425,0.01051425,0.0030028166666666,0,0,0.0030028966666666,1.0,0.0030028966666666
BGD,Bangladesh,1,0.223705,0.0588847499999999,0.3533084999999999,0.1177694999999999,0,1,0.1813308,1.1,0.19946388
BGD,Bangladesh,2,0.223705,0.0588847499999999,0.3533084999999999,0.1177694999999999,0,1,0.1813308,1.1,0.19946388
BGD,Bangladesh,3,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,4,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,5,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,6,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,7,0.357928,0.0942156,0.5652936000000001,0.1884312,0,1,0.29012928,1.1,0.319142208
BGD,Bangladesh,8,0.357928,0.0942156,0.5652936000000001,0.1884312,0,1,0.29012928,1.1,0.319142208
BGD,Bangladesh,9,0.357928,0.0942156,0.5652936000000001,0.1884312,0,1,0.29012928,1.1,0.319142208
BGD,Bangladesh,10,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,11,0.44741,0.1177694999999999,0.7066169999999999,0.2355389999999999,1,2,0.3626616,1.2,0.4351939199999999
BGD,Bangladesh,12,0.223705,0.0588847499999999,0.3533084999999999,0.1177694999999999,0,1,0.1813308,1.1,0.19946388
BRB,Barbados,1,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,2,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,3,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,4,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,5,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,6,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,7,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,8,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,9,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,10,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,11,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BRB,Barbados,12,0.18698,0.062125668,0.62125668,0.1513363333333333,0,0,0.1727225333333333,1.0,0.1727225333333333
BEL,Belgium,1,8.37e-05,1.2744444444444443e-05,0.0001147,3.823333333333333e-05,0,0,6.551333333333333e-05,1.0,6.551333333333333e-05
