country,common_name,scientific_name,som_index,som_index_clean
Pakistan,Sapote Fruit Fly,Anastrepha serpentina,4.12e-10,0.0
Pakistan,Zeugodacus Tau,Bactrocera tau,0.30022,0.30022
Panama,Caribbean Fruit Fly,Anastrepha suspensa,0.10162,0.10162
Panama,Guava Fruit Fly,Bactrocera correcta,1.04e-09,0.0
Panama,Melon Fruit Fly,Bactrocera cucurbitae,0.10149,0.10149
Panama,Oriental Fruit Fly,Bactrocera dorsalis,0.10036,0.10036
Panama,Peach Fruit Fly,Bactrocera zonata,0.10037,0.10037
Panama,Queensland Fruit Fly,Bactrocera tryoni,3.74e-07,0.0
Panama,Zeugodacus Tau,Bactrocera tau,3.74e-07,0.0
Paraguay,Caribbean Fruit Fly,Anastrepha suspensa,0.05718,0.05718
Paraguay,Guava Fruit Fly,Bactrocera correcta,4.06e-07,0.0
Paraguay,Melon Fruit Fly,Bactrocera cucurbitae,0.037777,0.037777
Paraguay,Mexican Fruit Fly,Anastrepha ludens,0.30434,0.30434
Paraguay,Oriental Fruit Fly,Bactrocera dorsalis,0.021938,0.021938
Paraguay,Peach Fruit Fly,Bactrocera zonata,0.022329,0.022329
Paraguay,Queensland Fruit Fly,Bactrocera tryoni,0.000148,0.000148
Paraguay,Sapote Fruit Fly,Anastrepha serpentina,0.51135,0.51135
Paraguay,Zeugodacus Tau,Bactrocera tau,0.000148,0.000148
Peru,Caribbean Fruit Fly,Anastrepha suspensa,0.10162,0.10162
Peru,Guava Fruit Fly,Bactrocera correcta,1.04e-09,0.0
Peru,Melon Fruit Fly,Bactrocera cucurbitae,0.10149,0.10149
Peru,Mexican Fruit Fly,Anastrepha ludens,0.3554,0.3554
Peru,Oriental Fruit Fly,Bactrocera dorsalis,0.10036,0.10036
Peru,Peach Fruit Fly,Bactrocera zonata,0.10037,0.10037
Peru,Queensland Fruit Fly,Bactrocera tryoni,3.74e-07,0.0
Peru,Zeugodacus Tau,Bactrocera tau,3.74e-07,0.0
Philippines,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
Philippines,Guava Fruit Fly,Bactrocera correcta,0.36728,0.36728
Philippines,Mediterranean Fruit Fly,Ceratitis capitata,0.20434,0.20434
Philippines,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
Philippines,Oriental Fruit Fly,Bactrocera dorsalis,0.58091,0.58091
Philippines,Peach Fruit Fly,Bactrocera zonata,0.39612,0.39612
Philippines,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
Philippines,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Philippines,Zeugodacus Tau,Bactrocera tau,0.71783,0.71783
Poland,Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Poland,Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Poland,Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Poland,Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Poland,Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Poland,Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Poland,Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Poland,Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Poland,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Poland,Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Portugal,Caribbean Fruit Fly,Anastrepha suspensa,2.27e-06,0.0
Portugal,Guava Fruit Fly,Bactrocera correcta,0.000573,0.000573
Portugal,Melon Fruit Fly,Bactrocera cucurbitae,0.008679,0.008679
Portugal,Mexican Fruit Fly,Anastrepha ludens,4.99e-09,0.0
Portugal,Oriental Fruit Fly,Bactrocera dorsalis,0.000585,0.000585
Portugal,Peach Fruit Fly,Bactrocera zonata,0.010612,0.010612
Portugal,Queensland Fruit Fly,Bactrocera tryoni,1.81e-07,0.0
Portugal,Sapote Fruit Fly,Anastrepha serpentina,5.31e-09,0.0
Portugal,Zeugodacus Tau,Bactrocera tau,0.000136,0.000136
Romania,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Romania,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Romania,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Romania,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Romania,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Romania,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Romania,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Romania,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Romania,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Romania,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
Russian Federation,Caribbean Fruit Fly,Anastrepha suspensa,3.16e-05,0.0
Russian Federation,Guava Fruit Fly,Bactrocera correcta,2.79e-05,0.0
Russian Federation,Melon Fruit Fly,Bactrocera cucurbitae,0.001674,0.001674
Russian Federation,Mexican Fruit Fly,Anastrepha ludens,6.91e-08,0.0
Russian Federation,Oriental Fruit Fly,Bactrocera dorsalis,2.82e-05,0.0
Russian Federation,Peach Fruit Fly,Bactrocera zonata,0.00062,0.00062
Russian Federation,Queensland Fruit Fly,Bactrocera tryoni,6.97e-06,0.0
Russian Federation,Sapote Fruit Fly,Anastrepha serpentina,7.03e-08,0.0
Russian Federation,Zeugodacus Tau,Bactrocera tau,1.42e-05,0.0
Rwanda,Caribbean Fruit Fly,Anastrepha suspensa,0.021528,0.021528
Rwanda,Guava Fruit Fly,Bactrocera correcta,4.15e-12,0.0
Rwanda,Mediterranean Fruit Fly,Ceratitis capitata,0.003227,0.003227
Rwanda,Melon Fruit Fly,Bactrocera cucurbitae,0.060059,0.060059
Rwanda,Mexican Fruit Fly,Anastrepha ludens,0.002669,0.002669
Rwanda,Oriental Fruit Fly,Bactrocera dorsalis,2.24e-07,0.0
Rwanda,Peach Fruit Fly,Bactrocera zonata,2.35e-07,0.0
Rwanda,Queensland Fruit Fly,Bactrocera tryoni,0.060055,0.060055
Rwanda,Sapote Fruit Fly,Anastrepha serpentina,0.002692,0.002692
Rwanda,Zeugodacus Tau,Bactrocera tau,0.060055,0.060055
Saudi Arabia,Caribbean Fruit Fly,Anastrepha suspensa,1.03e-09,0.0
Saudi Arabia,Guava Fruit Fly,Bactrocera correcta,0.14597,0.14597
Saudi Arabia,Mexican Fruit Fly,Anastrepha ludens,1.04e-11,0.0
Saudi Arabia,Oriental Fruit Fly,Bactrocera dorsalis,0.17739,0.17739
Saudi Arabia,Queensland Fruit Fly,Bactrocera tryoni,0.001239,0.001239
Saudi Arabia,Zeugodacus Tau,Bactrocera tau,0.062486,0.062486
Singapore,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
Singapore,Guava Fruit Fly,Bactrocera correcta,0.36728,0.36728
Singapore,Mediterranean Fruit Fly,Ceratitis capitata,0.20434,0.20434
Singapore,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
Singapore,Oriental Fruit Fly,Bactrocera dorsalis,0.58091,0.58091
Singapore,Peach Fruit Fly,Bactrocera zonata,0.39612,0.39612
Singapore,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
Singapore,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Slovakia,Caribbean Fruit Fly,Anastrepha suspensa,0.002813,0.002813
Slovakia,Guava Fruit Fly,Bactrocera correcta,0.00043,0.00043
Slovakia,Mediterranean Fruit Fly,Ceratitis capitata,0.22314,0.22314
Slovakia,Melon Fruit Fly,Bactrocera cucurbitae,0.04965,0.04965
Slovakia,Mexican Fruit Fly,Anastrepha ludens,0.000119,0.000119
Slovakia,Oriental Fruit Fly,Bactrocera dorsalis,0.000435,0.000435
Slovakia,Peach Fruit Fly,Bactrocera zonata,0.003781,0.003781
Slovakia,Queensland Fruit Fly,Bactrocera tryoni,0.000133,0.000133
Slovakia,Sapote Fruit Fly,Anastrepha serpentina,0.000129,0.000129
Slovakia,Zeugodacus Tau,Bactrocera tau,0.000272,0.000272
Slovenia,Caribbean Fruit Fly,Anastrepha suspensa,1.4e-08,0.0
Slovenia,Guava Fruit Fly,Bactrocera correcta,0.00019,0.00019
Slovenia,Melon Fruit Fly,Bactrocera cucurbitae,0.004983,0.004983
Slovenia,Mexican Fruit Fly,Anastrepha ludens,6.91e-12,0.0
Slovenia,Oriental Fruit Fly,Bactrocera dorsalis,0.000194,0.000194
Slovenia,Peach Fruit Fly,Bactrocera zonata,0.009318,0.009318
Slovenia,Queensland Fruit Fly,Bactrocera tryoni,1.47e-08,0.0
Slovenia,Sapote Fruit Fly,Anastrepha serpentina,7.33e-12,0.0
Slovenia,Zeugodacus Tau,Bactrocera tau,2.96e-05,0.0
South Africa,Caribbean Fruit Fly,Anastrepha suspensa,0.000263,0.000263
South Africa,Guava Fruit Fly,Bactrocera correcta,0.004188,0.004188
South Africa,Melon Fruit Fly,Bactrocera cucurbitae,0.55161,0.55161
South Africa,Mexican Fruit Fly,Anastrepha ludens,0.000894,0.000894
South Africa,Oriental Fruit Fly,Bactrocera dorsalis,0.004999,0.004999
South Africa,Peach Fruit Fly,Bactrocera zonata,0.089039,0.089039
South Africa,Queensland Fruit Fly,Bactrocera tryoni,0.000253,0.000253
South Africa,Sapote Fruit Fly,Anastrepha serpentina,0.005135,0.005135
South Africa,Zeugodacus Tau,Bactrocera tau,0.002954,0.002954
Spain,Caribbean Fruit Fly,Anastrepha suspensa,2.27e-06,0.0
Spain,Guava Fruit Fly,Bactrocera correcta,0.000573,0.000573
Spain,Melon Fruit Fly,Bactrocera cucurbitae,0.008679,0.008679
Spain,Mexican Fruit Fly,Anastrepha ludens,4.99e-09,0.0
Spain,Oriental Fruit Fly,Bactrocera dorsalis,0.000585,0.000585
Spain,Peach Fruit Fly,Bactrocera zonata,0.010612,0.010612
Spain,Queensland Fruit Fly,Bactrocera tryoni,1.81e-07,0.0
Spain,Sapote Fruit Fly,Anastrepha serpentina,5.31e-09,0.0
Spain,Zeugodacus Tau,Bactrocera tau,0.000136,0.000136
Sri Lanka,Caribbean Fruit Fly,Anastrepha suspensa,2.01e-08,0.0
Sri Lanka,Mediterranean Fruit Fly,Ceratitis capitata,0.23586,0.23586
Sri Lanka,Mexican Fruit Fly,Anastrepha ludens,4.93e-09,0.0
Sri Lanka,Queensland Fruit Fly,Bactrocera tryoni,0.023347,0.023347
Sri Lanka,Sapote Fruit Fly,Anastrepha serpentina,9.43e-08,0.0
Sri Lanka,Zeugodacus Tau,Bactrocera tau,0.37165,0.37165
Sudan,Caribbean Fruit Fly,Anastrepha suspensa,7.93e-10,0.0
Sudan,Guava Fruit Fly,Bactrocera correcta,0.019441,0.019441
Sudan,Melon Fruit Fly,Bactrocera cucurbitae,0.12915,0.12915
Sudan,Mexican Fruit Fly,Anastrepha ludens,1.75e-12,0.0
Sudan,Oriental Fruit Fly,Bactrocera dorsalis,0.021373,0.021373
Sudan,Peach Fruit Fly,Bactrocera zonata,0.2293,0.2293
Sudan,Queensland Fruit Fly,Bactrocera tryoni,2.87e-05,0.0
Sudan,Sapote Fruit Fly,Anastrepha serpentina,3.76e-12,0.0
Sudan,Zeugodacus Tau,Bactrocera tau,0.0046628,0.0046628
Suriname,Caribbean Fruit Fly,Anastrepha suspensa,0.093762,0.093762
Suriname,Guava Fruit Fly,Bactrocera correcta,2.7e-09,0.0
Suriname,Melon Fruit Fly,Bactrocera cucurbitae,0.015118,0.015118
Suriname,Mexican Fruit Fly,Anastrepha ludens,0.4281,0.4281
Suriname,Oriental Fruit Fly,Bactrocera dorsalis,0.01315,0.01315
Suriname,Peach Fruit Fly,Bactrocera zonata,0.013159,0.013159
Suriname,Queensland Fruit Fly,Bactrocera tryoni,0.001079,0.001079
Suriname,Zeugodacus Tau,Bactrocera tau,0.001079,0.001079
Sweden,Caribbean Fruit Fly,Anastrepha suspensa,0.009485,0.009485
Sweden,Guava Fruit Fly,Bactrocera correcta,8.04e-11,0.0
Sweden,Mediterranean Fruit Fly,Ceratitis capitata,0.001339,0.001339
Sweden,Melon Fruit Fly,Bactrocera cucurbitae,0.034766,0.034766
Sweden,Mexican Fruit Fly,Anastrepha ludens,0.000345,0.000345
Sweden,Oriental Fruit Fly,Bactrocera dorsalis,1.07e-08,0.0
Sweden,Peach Fruit Fly,Bactrocera zonata,5.9e-08,0.0
Sweden,Queensland Fruit Fly,Bactrocera tryoni,0.034755,0.034755
Sweden,Sapote Fruit Fly,Anastrepha serpentina,0.000346,0.000346
Sweden,Zeugodacus Tau,Bactrocera tau,0.034755,0.034755
Switzerland,Caribbean Fruit Fly,Anastrepha suspensa,1.4e-08,0.0
Switzerland,Guava Fruit Fly,Bactrocera correcta,0.00019,0.00019
Switzerland,Melon Fruit Fly,Bactrocera cucurbitae,0.004983,0.004983
Switzerland,Mexican Fruit Fly,Anastrepha ludens,6.91e-12,0.0
Switzerland,Oriental Fruit Fly,Bactrocera dorsalis,0.000194,0.000194
Switzerland,Peach Fruit Fly,Bactrocera zonata,0.009318,0.009318
Switzerland,Queensland Fruit Fly,Bactrocera tryoni,1.47e-08,0.0
Switzerland,Sapote Fruit Fly,Anastrepha serpentina,7.33e-12,0.0
Switzerland,Zeugodacus Tau,Bactrocera tau,2.96e-05,0.0
Tajikistan,Caribbean Fruit Fly,Anastrepha suspensa,0.002122,0.002122
Tajikistan,Guava Fruit Fly,Bactrocera correcta,1.79e-07,0.0
Tajikistan,Mediterranean Fruit Fly,Ceratitis capitata,0.056451,0.056451
Tajikistan,Melon Fruit Fly,Bactrocera cucurbitae,0.002398,0.002398
Tajikistan,Mexican Fruit Fly,Anastrepha ludens,2e-05,0.0
Tajikistan,Oriental Fruit Fly,Bactrocera dorsalis,1.8e-07,0.0
Tajikistan,Peach Fruit Fly,Bactrocera zonata,6.24e-06,0.0
Tajikistan,Queensland Fruit Fly,Bactrocera tryoni,0.002021,0.002021
Tajikistan,Sapote Fruit Fly,Anastrepha serpentina,2.02e-05,0.0
Tajikistan,Zeugodacus Tau,Bactrocera tau,0.002021,0.002021
Thailand,Caribbean Fruit Fly,Anastrepha suspensa,5.9e-12,0.0
Thailand,Mediterranean Fruit Fly,Ceratitis capitata,0.20434,0.20434
Thailand,Mexican Fruit Fly,Anastrepha ludens,1.29e-11,0.0
Thailand,Queensland Fruit Fly,Bactrocera tryoni,0.096532,0.096532
Thailand,Sapote Fruit Fly,Anastrepha serpentina,9.21e-10,0.0
Togo,Caribbean Fruit Fly,Anastrepha suspensa,0.000282,0.000282
Togo,Guava Fruit Fly,Bactrocera correcta,0.008163,0.008163
Togo,Mexican Fruit Fly,Anastrepha ludens,0.000889,0.000889
Togo,Oriental Fruit Fly,Bactrocera dorsalis,0.008836,0.008836
Togo,Peach Fruit Fly,Bactrocera zonata,0.1112,0.1112
Togo,Queensland Fruit Fly,Bactrocera tryoni,0.000127,0.000127
Togo,Sapote Fruit Fly,Anastrepha serpentina,0.004159,0.004159
Togo,Zeugodacus Tau,Bactrocera tau,0.003733,0.003733
Trinidad and Tobago,Caribbean Fruit Fly,Anastrepha suspensa,0.093762,0.093762
Trinidad and Tobago,Guava Fruit Fly,Bactrocera correcta,2.7e-09,0.0
Trinidad and Tobago,Mediterranean Fruit Fly,Ceratitis capitata,0.66342,0.66342
Trinidad and Tobago,Melon Fruit Fly,Bactrocera cucurbitae,0.015118,0.015118
Trinidad and Tobago,Mexican Fruit Fly,Anastrepha ludens,0.4281,0.4281
Trinidad and Tobago,Oriental Fruit Fly,Bactrocera dorsalis,0.01315,0.01315
Trinidad and Tobago,Peach Fruit Fly,Bactrocera zonata,0.013159,0.013159
Trinidad and Tobago,Queensland Fruit Fly,Bactrocera tryoni,0.001079,0.001079
Trinidad and Tobago,Zeugodacus Tau,Bactrocera tau,0.001079,0.001079
Tunisia,Caribbean Fruit Fly,Anastrepha suspensa,2.54e-10,0.0
Tunisia,Guava Fruit Fly,Bactrocera correcta,0.0011658,0.0011658
Tunisia,Melon Fruit Fly,Bactrocera cucurbitae,0.02164,0.02164
Tunisia,Mexican Fruit Fly,Anastrepha ludens,1.25e-13,0.0
Tunisia,Oriental Fruit Fly,Bactrocera dorsalis,0.0012162,0.0012162
Tunisia,Peach Fruit Fly,Bactrocera zonata,0.041599,0.041599
Tunisia,Queensland Fruit Fly,Bactrocera tryoni,2.78e-07,0.0
Tunisia,Sapote Fruit Fly,Anastrepha serpentina,1.57e-13,0.0
Tunisia,Zeugodacus Tau,Bactrocera tau,0.00016385,0.00016385
Turkey,Caribbean Fruit Fly,Anastrepha suspensa,2.27e-06,0.0
Turkey,Guava Fruit Fly,Bactrocera correcta,0.000573,0.000573
Turkey,Melon Fruit Fly,Bactrocera cucurbitae,0.008679,0.008679
Turkey,Mexican Fruit Fly,Anastrepha ludens,4.99e-09,0.0
Turkey,Oriental Fruit Fly,Bactrocera dorsalis,0.000585,0.000585
Turkey,Peach Fruit Fly,Bactrocera zonata,0.010612,0.010612
Turkey,Queensland Fruit Fly,Bactrocera tryoni,1.81e-07,0.0
Turkey,Sapote Fruit Fly,Anastrepha serpentina,5.31e-09,0.0
Turkey,Zeugodacus Tau,Bactrocera tau,0.000136,0.000136
USA,Guava Fruit Fly,Bactrocera correcta,1.04e-09,0.0
USA,Mexican Fruit Fly,Anastrepha ludens,0.3554,0.3554
USA,Queensland Fruit Fly,Bactrocera tryoni,3.74e-07,0.0
USA,Zeugodacus Tau,Bactrocera tau,3.74e-07,0.0
Ukraine,Caribbean Fruit Fly,Anastrepha suspensa,0.000838,0.000838
Ukraine,Guava Fruit Fly,Bactrocera correcta,1.85e-05,0.0
Ukraine,Mediterranean Fruit Fly,Ceratitis capitata,0.22094,0.22094
Ukraine,Melon Fruit Fly,Bactrocera cucurbitae,0.004254,0.004254
Ukraine,Mexican Fruit Fly,Anastrepha ludens,8.07e-06,0.0
Ukraine,Oriental Fruit Fly,Bactrocera dorsalis,1.86e-05,0.0
Ukraine,Peach Fruit Fly,Bactrocera zonata,0.000229,0.000229
Ukraine,Queensland Fruit Fly,Bactrocera tryoni,0.000181,0.000181
Ukraine,Sapote Fruit Fly,Anastrepha serpentina,8.23e-06,0.0
Ukraine,Zeugodacus Tau,Bactrocera tau,0.000187,0.000187
United Kingdom,Caribbean Fruit Fly,Anastrepha suspensa,0.010828,0.010828
United Kingdom,Guava Fruit Fly,Bactrocera correcta,6.38e-06,0.0
United Kingdom,Mediterranean Fruit Fly,Ceratitis capitata,0.080593,0.080593
United Kingdom,Melon Fruit Fly,Bactrocera cucurbitae,0.009361,0.009361
United Kingdom,Mexican Fruit Fly,Anastrepha ludens,0.000445,0.000445
United Kingdom,Oriental Fruit Fly,Bactrocera dorsalis,6.51e-06,0.0
United Kingdom,Peach Fruit Fly,Bactrocera zonata,0.000203,0.000203
United Kingdom,Queensland Fruit Fly,Bactrocera tryoni,0.002233,0.002233
United Kingdom,Sapote Fruit Fly,Anastrepha serpentina,0.000456,0.000456
United Kingdom,Zeugodacus Tau,Bactrocera tau,0.002235,0.002235
Uruguay,Caribbean Fruit Fly,Anastrepha suspensa,0.045898,0.045898
Uruguay,Guava Fruit Fly,Bactrocera correcta,2.67e-05,0.0
Uruguay,Melon Fruit Fly,Bactrocera cucurbitae,0.1077,0.1077
Uruguay,Mexican Fruit Fly,Anastrepha ludens,0.1161,0.1161
Uruguay,Oriental Fruit Fly,Bactrocera dorsalis,0.003593,0.003593
Uruguay,Peach Fruit Fly,Bactrocera zonata,0.008471,0.008471
Uruguay,Queensland Fruit Fly,Bactrocera tryoni,0.000293,0.000293
Uruguay,Sapote Fruit Fly,Anastrepha serpentina,0.17269,0.17269
Uruguay,Zeugodacus Tau,Bactrocera tau,0.000302,0.000302
Vanuatu,Caribbean Fruit Fly,Anastrepha suspensa,0.021528,0.021528
Vanuatu,Guava Fruit Fly,Bactrocera correcta,4.15e-12,0.0
Vanuatu,Mediterranean Fruit Fly,Ceratitis capitata,0.003227,0.003227
Vanuatu,Melon Fruit Fly,Bactrocera cucurbitae,0.060059,0.060059
Vanuatu,Mexican Fruit Fly,Anastrepha ludens,0.002669,0.002669
Vanuatu,Oriental Fruit Fly,Bactrocera dorsalis,2.24e-07,0.0
Vanuatu,Peach Fruit Fly,Bactrocera zonata,2.35e-07,0.0
Vanuatu,Sapote Fruit Fly,Anastrepha serpentina,0.002692,0.002692
Vanuatu,Zeugodacus Tau,Bactrocera tau,0.060055,0.060055
Venezuela,Caribbean Fruit Fly,Anastrepha suspensa,0.10162,0.10162
Venezuela,Guava Fruit Fly,Bactrocera correcta,1.04e-09,0.0
Venezuela,Melon Fruit Fly,Bactrocera cucurbitae,0.10149,0.10149
Venezuela,Mexican Fruit Fly,Anastrepha ludens,0.3554,0.3554
Venezuela,Oriental Fruit Fly,Bactrocera dorsalis,0.10036,0.10036
Venezuela,Peach Fruit Fly,Bactrocera zonata,0.10037,0.10037
Venezuela,Queensland Fruit Fly,Bactrocera tryoni,3.74e-07,0.0
Venezuela,Zeugodacus Tau,Bactrocera tau,3.74e-07,0.0
Vietnam,Caribbean Fruit Fly,Anastrepha suspensa,4.61e-11,0.0
Vietnam,Guava Fruit Fly,Bactrocera correcta,0.40119,0.40119
Vietnam,Mediterranean Fruit Fly,Ceratitis capitata,0.17951,0.17951
Vietnam,Mexican Fruit Fly,Anastrepha ludens,1.51e-11,0.0
Vietnam,Queensland Fruit Fly,Bactrocera tryoni,0.057312,0.057312
Vietnam,Sapote Fruit Fly,Anastrepha serpentina,9e-10,0.0
Yemen,Caribbean Fruit Fly,Anastrepha suspensa,4.04e-05,0.0
Yemen,Guava Fruit Fly,Bactrocera correcta,0.075788,0.075788
Yemen,Melon Fruit Fly,Bactrocera cucurbitae,0.66209,0.66209
Yemen,Mexican Fruit Fly,Anastrepha ludens,3.95e-05,0.0
Yemen,Oriental Fruit Fly,Bactrocera dorsalis,0.083184,0.083184
Yemen,Queensland Fruit Fly,Bactrocera tryoni,0.001149,0.001149
Yemen,Sapote Fruit Fly,Anastrepha serpentina,0.000214,0.000214
Yemen,Zeugodacus Tau,Bactrocera tau,0.036211,0.036211
Yugoslavia(former),Caribbean Fruit Fly,Anastrepha suspensa,0.002813,0.002813
Yugoslavia(former),Guava Fruit Fly,Bactrocera correcta,0.00043,0.00043
Yugoslavia(former),Mediterranean Fruit Fly,Ceratitis capitata,0.22314,0.22314
Yugoslavia(former),Melon Fruit Fly,Bactrocera cucurbitae,0.04965,0.04965
Yugoslavia(former),Mexican Fruit Fly,Anastrepha ludens,0.000119,0.000119
Yugoslavia(former),Oriental Fruit Fly,Bactrocera dorsalis,0.000435,0.000435
Yugoslavia(former),Peach Fruit Fly,Bactrocera zonata,0.003781,0.003781
Yugoslavia(former),Queensland Fruit Fly,Bactrocera tryoni,0.000133,0.000133
Yugoslavia(former),Sapote Fruit Fly,Anastrepha serpentina,0.000129,0.000129
Yugoslavia(former),Zeugodacus Tau,Bactrocera tau,0.000272,0.000272
